host_time,stateEstimate.x,stateEstimate.y,stateEstimate.z,stateEstimate.yaw,stateEstimate.vx,stateEstimate.vy,stateEstimate.vz,pm.vbat
1784901218.002117,0.021871332079172134,0.026934467256069183,0.012509574182331562,-0.005119634326547384,,,,
1784901218.004170,,,,,0.0003322009870316833,0.0007126818527467549,-0.002374409232288599,
1784901218.057477,0.02210591547191143,0.02694430947303772,0.012085163034498692,-0.0065441131591796875,,,,
1784901218.059269,,,,,,,,4.11202335357666
1784901218.078926,,,,,0.0014509226894006133,-0.00012882619921583682,0.0010887904791161418,
1784901218.105520,0.021175527945160866,0.027876371517777443,0.011730649508535862,0.006829692982137203,,,,
1784901218.106699,,,,,-0.0038651153445243835,0.004618224687874317,-0.0007173141348175704,
1784901218.152366,0.021880434826016426,0.02644655853509903,0.010647788643836975,-0.007831254042685032,,,,
1784901218.153456,,,,,,,,4.11202335357666
1784901218.154556,,,,,0.00029236910631880164,-0.0023416378535330296,-0.005389763507992029,
1784901218.205707,0.021395409479737282,0.024523787200450897,0.01235831156373024,-0.0048734829761087894,,,,
1784901218.206511,,,,,-0.0019243037095293403,-0.011650977656245232,0.004352980758994818,
1784901218.252427,0.021407082676887512,0.025746526196599007,0.01287238858640194,0.002858860185369849,,,,
1784901218.256294,,,,,,,,4.11202335357666
1784901218.257215,,,,,-0.0014029376907274127,-0.0035680870059877634,0.006143414881080389,
1784901218.308526,0.022087808698415756,0.024095695465803146,0.01142593752592802,-0.019170422106981277,,,,
1784901218.313853,,,,,0.0019328106427565217,-0.010879854671657085,-0.0017095181392505765,
1784901218.354334,0.022095289081335068,0.024048756808042526,0.011713376268744469,-0.017253557220101357,,,,
1784901218.355317,,,,,,,,4.106744766235352
1784901218.356202,,,,,0.0018962699687108397,-0.008925936184823513,-0.000614439370110631,
1784901218.403322,0.022185875102877617,0.023566834628582,0.012199641205370426,-0.014249826781451702,,,,
1784901218.404329,,,,,0.0017363291699439287,-0.010057654231786728,0.0021600236650556326,
1784901218.452754,0.02188444323837757,0.01847899705171585,0.012223934754729271,-0.006808218080550432,,,,
1784901218.462812,,,,,,,,4.11202335357666
1784901218.463848,,,,,0.00025348030612803996,-0.031155340373516083,0.002127540996298194,
1784901218.508817,0.023111702874302864,0.01964551955461502,0.0114559605717659,-0.05687030777335167,,,,
1784901218.510438,,,,,0.006173502653837204,-0.019816182553768158,-0.002091264119371772,
1784901218.552805,0.022130435332655907,0.01905849762260914,0.011664040386676788,-0.010858757421374321,,,,
1784901218.554416,,,,,,,,4.11202335357666
1784901218.557972,,,,,0.0006412395741790533,-0.01869700476527214,-0.0005894227651879191,
1784901218.602218,0.021892178803682327,0.0191381573677063,0.012330833822488785,0.0002972459769807756,,,,
1784901218.603151,,,,,-0.000268262141617015,-0.014174897223711014,0.0029925561975687742,
1784901218.651888,0.02210957370698452,0.01930268667638302,0.01183089055120945,-0.008874358609318733,,,,
1784901218.654561,,,,,,,,4.11202335357666
1784901218.655811,,,,,4.920190622215159e-05,-0.009997795335948467,-0.0002700065087992698,
1784901218.703299,0.022992243990302086,0.01980484649538994,0.011103834956884384,-0.033195775002241135,,,,
1784901218.705200,,,,,0.005091425031423569,-0.005176672711968422,-0.00413229875266552,
1784901218.752939,0.021196376532316208,0.01975886896252632,0.011396344751119614,0.019347243010997772,,,,
1784901218.753724,,,,,,,,4.117301940917969
1784901218.754531,,,,,-0.004925682675093412,-0.0038365584332495928,-0.0016156175406649709,
1784901218.803628,0.023100854828953743,0.01970778964459896,0.011647096835076809,-0.013653675094246864,,,,
1784901218.804719,,,,,0.005607636179775,-0.0017661639722064137,0.0001365900825476274,
1784901218.852368,0.02110806666314602,0.017444666475057602,0.01185617409646511,0.007363156881183386,,,,
1784901218.853941,,,,,,,,4.11202335357666
1784901218.854937,,,,,-0.005331361200660467,-0.012336707673966885,0.0012816558592021465,
1784901218.902741,0.02238275296986103,0.018717164173722267,0.012097439728677273,0.0021564955823123455,,,,
1784901218.903746,,,,,0.0013393806293606758,-0.00413369620218873,0.002424825681373477,
1784901218.954323,0.022132907062768936,0.01873568445444107,0.01077516470104456,0.007662926334887743,,,,
1784901218.957000,,,,,,,,4.11202335357666
1784901218.959580,,,,,-0.00019558938220143318,-0.002445642836391926,-0.004410292953252792,
1784901219.003602,0.02107529528439045,0.01738710328936577,0.010338210500776768,0.00482983561232686,,,,
1784901219.004527,,,,,-0.005365012213587761,-0.008367936126887798,-0.005303895100951195,
1784901219.053211,0.02185973711311817,0.018177203834056854,0.010081402957439423,0.00952675100415945,,,,
1784901219.054853,,,,,,,,4.11202335357666
1784901219.055951,,,,,-0.0009149318211711943,-0.0036703471560031176,-0.0054070353507995605,
