t,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,motor_0_thrust_n,motor_1_thrust_n,motor_2_thrust_n,motor_3_thrust_n
0.000000000,0.0,0.0,1.1,0.0,0.0,0.0,0.9999993781611501,-0.0,-0.0011152028125327464,0.0,0.0,0.3417202988448408,0.0,0.1103193160898,0.11040623293291546,0.11040623293291546,0.1103193160898
0.020000000,2.3285760000000006e-06,0.0,1.1,0.00023285760000000004,0.0,0.0,0.9999973503380569,0.0,0.0023020245145337933,0.0,0.0,0.4174739212389481,0.0,0.10912397748213316,0.11160336192609165,0.11160336192609165,0.10912397748213315
0.040000000,2.272358400000001e-05,0.0,1.1,0.0018066432000000006,0.0,0.0,0.9999738319728098,0.0,0.007234318877051131,0.0,0.0,0.6344721341550398,0.0,0.10834483197159099,0.11240327389583372,0.11240327389583372,0.10834483197159096
0.060000000,9.9897984e-05,0.0,1.1,0.005910796799999998,0.0,0.0,0.999887624164976,0.0,0.014991298867002298,0.0,0.0,0.8966720241055742,0.0,0.10836161717577462,0.11246263848743789,0.11246263848743789,0.1083616171757746
0.080000000,0.000294763776,0.0,1.1,0.013575782400000003,0.0,0.0,0.9996832815580271,0.0,0.025166179157240086,0.0,0.0,1.1186977727247798,0.0,0.10878907278708315,0.11221586823701081,0.11221586823701081,0.10878907278708315
0.100000000,0.0006873216000000001,0.0,1.1,0.025680000000000005,0.0,0.0,0.9993019076602995,0.0,0.03735903299720558,0.0,0.0,1.3012888473027435,0.0,0.10928893987046427,0.11205391540106806,0.1120539154010681,0.10928893987046427
0.120000000,0.001373688576,0.0,1.1,0.04295669759999999,0.0,0.0,0.9986896898009231,0.0,0.05117522335404195,0.0,0.0,1.4451706047797044,0.0,0.10988490014955035,0.11200230218554333,0.11200230218554337,0.10988490014955035
0.140000000,0.002463264384,0.0,1.1,0.06600088320000001,0.0,0.0,0.9978046034100286,0.0,0.06622668203794814,0.0,0.0,1.5512998262926878,0.0,0.11059427024533625,0.11208405215842895,0.11208405215842895,0.11059427024533622
0.160000000,0.004076035584000001,0.0,1.1,0.09527623680000004,0.0,0.0,0.9966211352196408,0.0,0.08213594117994007,0.0,0.0,1.6210757131353608,0.0,0.11142657856633219,0.11231731402164132,0.11231731402164136,0.11142657856633219
0.180000000,0.006340018176000001,0.0,1.1,0.1311220224,0.0,0.0,0.995132872332922,0.0,0.0985422061983001,0.0,0.0,1.6564728824329003,0.0,0.11238317151392942,0.11271346006182924,0.11271346006182924,0.11238317151392944
0.200000000,0.009388838400000002,0.0,1.1,0.17376000000000003,0.0,0.0,0.9933529395869009,0.0,0.1151083724759542,0.0,0.0,1.6600743358843348,0.0,0.11345761197849898,0.11327579492376559,0.11327579492376565,0.11345761197849896
0.220000000,0.013359451776000002,0.0,1.1,0.22330133759999998,0.0,0.0,0.9913124865669861,0.0,0.13152776884133238,0.0,0.0,1.6350049424393338,0.0,0.11463661289185523,0.11399897447737498,0.11399897447737498,0.11463661289185523
0.240000000,0.018390000384000002,0.0,1.1,0.27975352319999996,0.0,0.0,0.9890576476257757,0.0,0.14752955525238645,0.0,0.0,1.584785561463639,0.0,0.1159012611305592,0.11486916136344012,0.11486916136344016,0.11590126113055917
0.260000000,0.024617808384000003,0.0,1.1,0.34302727680000006,0.0,0.0,0.9866455490348163,0.0,0.1628820449582642,0.0,0.0,1.5131403797316159,0.0,0.11722833361136827,0.11586485215541158,0.11586485215541158,0.11722833361136825
0.280000000,0.032177515776000004,0.0,1.1,0.4129434624,0.0,0.0,0.9841399755006525,0.0,0.17739365440053148,0.0,0.0,1.423793304044512,0.0,0.118591573094062,0.1169582288526808,0.1169582288526808,0.11859157309406199
0.300000000,0.0411993504,0.0,1.1,0.48923999999999984,0.0,0.0,0.9816072349554391,0.0,0.19091159284636788,0.0,0.0,1.3202842353273745,0.0,0.1199628556904138,0.1181168380106667,0.1181168380106667,0.11996285569041377
0.320000000,0.051807538176000006,0.0,1.1,0.5715787776000003,0.0,0.0,0.9791126107184427,0.0,0.20331870433414495,0.0,0.0,1.2058258706043783,0.0,0.12131323015600948,0.11930539365467391,0.11930539365467395,0.12131323015600948
0.340000000,0.064118851584,0.0,1.1,0.6595525632,0.0,0.0,0.9767176124763449,0.0,0.21452903178476465,0.0,0.0,1.0832101413113888,0.0,0.12261383552801387,0.12048752952224943,0.12048752952224943,0.1226138355280139
0.360000000,0.078241296384,0.0,1.1,0.7526919168,0.0,0.0,0.9744780750144278,0.0,0.22448269714206298,0.0,0.0,0.9547635607091001,0.0,0.12383671205483904,0.1216273769868072,0.1216273769868072,0.12383671205483901
0.380000000,0.094272936576,0.0,1.1,0.8504721024000004,0.0,0.0,0.9724430324129804,0.0,0.23314062003745117,0.0,0.0,0.8223442245482497,0.0,0.12495551814092581,0.12269090051070522,0.12269090051070522,0.1249555181409258
0.400000000,0.1123008576,0.0,1.1,0.9523200000000002,0.0,0.0,0.9706542233936964,0.0,0.24047947647976126,0.0,0.0,0.6873701884798052,0.0,0.1259461602894843,0.12364697017606285,0.12364697017606285,0.12594616028948424
0.420000000,0.132400267776,0.0,1.1,1.0576210175999996,0.0,0.0,0.9691460551556048,0.0,0.24648716756928635,0.0,0.0,0.5508687270426849,0.0,0.12678733816978605,0.1244681846111325,0.1244681846111325,0.12678733816978613
0.440000000,0.15463373798399999,0.0,1.1,1.1657260031999996,0.0,0.0,0.9679458563064373,0.0,0.2511589521780936,0.0,0.0,0.4135375191185069,0.0,0.12746100452389172,0.12513147679697625,0.1251314767969763,0.12746100452389175
0.460000000,0.17905057958399997,0.0,1.1,1.2759581567999998,0.0,0.0,0.9670742713911082,0.0,0.25449430958934494,0.0,0.0,0.2758111339686158,0.0,0.12795273935382048,0.12561854238766565,0.12561854238766565,0.12795273935382054
0.480000000,0.20568636057599998,0.0,1.1,1.3876199423999998,0.0,0.0,0.9665456794688462,0.0,0.2564945408777865,0.0,0.0,0.13792860841389634,0.0,0.12825203865229595,0.1259161290095514,0.12591612900955138,0.12825203865229604
0.500000000,0.23456255999999998,0.0,1.1,1.5,0.0,0.0,0.966368550207556,0.0,0.25716108797745113,0.0,0.0,2.1173022709713536e-14,0.0,0.12835251886103916,0.12601621893167442,0.12601621893167442,0.12835251886103916
0.520000000,0.265686360576,0.0,1.1,1.6123800576000002,0.0,0.0,0.9665456794688461,0.0,0.2564945408777869,0.0,0.0,-0.1379286084139385,0.0,0.12825203865229665,0.12591612900955093,0.12591612900955093,0.12825203865229665
0.540000000,0.299050579584,0.0,1.1,1.7240418432000006,0.0,0.0,0.9670742713911084,0.0,0.25449430958934405,0.0,0.0,-0.2758111339687018,0.0,0.12795273935382007,0.12561854238766584,0.12561854238766584,0.12795273935382007
0.560000000,0.334633737984,0.0,1.1,1.8342739967999995,0.0,0.0,0.9679458563064376,0.0,0.2511589521780924,0.0,0.0,-0.41353751911846975,0.0,0.1274610045238906,0.12513147679697706,0.12513147679697711,0.12746100452389056
0.580000000,0.372400267776,0.0,1.1,1.9423789823999995,0.0,0.0,0.9691460551556048,0.0,0.24648716756928626,0.0,0.0,-0.5508687270425321,0.0,0.12678733816978544,0.12446818461113311,0.12446818461113315,0.1267873381697854
0.600000000,0.41230085759999996,0.0,1.1,2.047679999999999,0.0,0.0,0.970654223393696,0.0,0.240479476479763,0.0,0.0,-0.6873701884796092,0.0,0.12594616028948574,0.12364697017606183,0.12364697017606183,0.12594616028948571
0.620000000,0.45427293657599993,0.0,1.1,2.1495278976000005,0.0,0.0,0.9724430324129795,0.0,0.23314062003745487,0.0,0.0,-0.8223442245483887,0.0,0.12495551814092887,0.12269090051070308,0.12269090051070308,0.12495551814092891
0.640000000,0.49824129638399994,0.0,1.1,2.2473080832000027,0.0,0.0,0.9744780750144281,0.0,0.22448269714206198,0.0,0.0,-0.9547635607095196,0.0,0.12383671205483836,0.12162737698680766,0.12162737698680766,0.12383671205483833
0.660000000,0.544118851584,0.0,1.1,2.3404474368,0.0,0.0,0.9767176124763459,0.0,0.2145290317847602,0.0,0.0,-1.083210141311395,0.0,0.12261383552801,0.12048752952225236,0.1204875295222524,0.1226138355280099
0.680000000,0.591807538176,0.0,1.1,2.428421222399998,0.0,0.0,0.9791126107184429,0.0,0.2033187043341438,0.0,0.0,-1.2058258706039855,0.0,0.12131323015600877,0.1193053936546744,0.1193053936546744,0.1213132301560088
0.700000000,0.6411993504,0.0,1.1,2.510759999999999,0.0,0.0,0.9816072349554386,0.0,0.1909115928463711,0.0,0.0,-1.3202842353272497,0.0,0.1199628556904163,0.11811683801066482,0.11811683801066482,0.1199628556904163
