cmd_x,cmd_y,cmd_yaw_deg,cmd_z,host_time,mpcDiag.outVio,mpcDiag.outX,mpcDiag.outY,mpcDiag.outZ,mpcDiag.safe,mpcDiag.yawCmd,obs.ageMs,obs.dropWake,obs.duaRes,obs.iter,obs.mpcUs,obs.priRes,obs.rho,obs.stackFree,obs.staleWake,obs.taskUs,phase,pm.vbat,stateEstimate.vx,stateEstimate.vy,stateEstimate.x,stateEstimate.y,stateEstimate.yaw,stateEstimate.z,testPlane.applied,testPlane.ax,testPlane.ay,testPlane.az,testPlane.b,testPlane.nCstr,testPlane.valid,testPlane.worstK,testPlaneVio.output,testPlaneVio.plan,testPlaneVio.state
0.0,0.0,0.0,0.05,1785363852.8926752,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.8480939865112305,-0.004239843226969242,0.0014950934564694762,-0.0004043583758175373,0.0002435412461636588,0.011122657917439938,0.006768453866243362,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.05454545454545455,1785363852.913986,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.8480939865112305,-0.004239843226969242,0.0014950934564694762,-0.0004043583758175373,0.0002435412461636588,0.011122657917439938,0.006768453866243362,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0590909090909091,1785363852.936624,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.8480939865112305,-0.004239843226969242,0.0014950934564694762,-0.0004043583758175373,0.0002435412461636588,0.011122657917439938,0.006768453866243362,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.06363636363636364,1785363852.959627,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.8480939865112305,0.002843559952452779,-0.0003502471081446856,0.0010629829484969378,-2.0234540443198057e-06,0.014630861580371857,0.009197582490742207,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.06818181818181819,1785363852.98409,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.8480939865112305,0.002843559952452779,-0.0003502471081446856,0.0010629829484969378,-2.0234540443198057e-06,0.014630861580371857,0.009197582490742207,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.07272727272727272,1785363853.0066261,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.695014715194702,-0.00017154548550024629,0.0035055058542639017,0.0009693856700323522,0.0003981994523201138,0.012761343270540237,0.00839889794588089,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.07727272727272727,1785363853.027682,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.695014715194702,-0.00017154548550024629,0.0035055058542639017,0.0009693856700323522,0.0003981994523201138,0.012761343270540237,0.00839889794588089,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.08181818181818182,1785363853.0478761,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.695014715194702,-0.010961058549582958,0.0035793674178421497,-0.0006816574605181813,0.00019242841517552733,0.03458927199244499,0.007965139113366604,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.08636363636363636,1785363853.068923,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.695014715194702,-0.010961058549582958,0.0035793674178421497,-0.0006816574605181813,0.00019242841517552733,0.03458927199244499,0.007965139113366604,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.09090909090909091,1785363853.0930712,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,takeoff,3.695014715194702,-0.003744951682165265,0.005578597541898489,0.0011257115984335542,0.00047703023301437497,-0.04688914120197296,0.008661488071084023,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
