cmd_x,cmd_y,cmd_yaw_deg,cmd_z,gate8.stackFree,host_time,mpcDiag.outX,mpcDiag.outY,mpcDiag.outZ,mpcDiag.yawCmd,obs.iter,obs.mpcUs,percept.ageMs,percept.applied,percept.corridor,percept.ctrDanger,percept.hold,percept.holdAge,percept.maxDanger,percept.minTtc,percept.nCstr,percept.sample,percept.side,percept.valid,perceptGridA.r0,perceptGridA.r1,perceptGridA.r2,perceptGridA.r3,perceptGridA.r4,perceptGridB.r5,perceptGridB.r6,perceptGridB.r7,perceptGridB.r8,perceptGridB.r9,perceptMap.crcErr,perceptMap.invalid,perceptMap.rxOk,perceptPlane.ax,perceptPlane.ay,perceptPlane.az,perceptPlane.b,perceptPlane.lineU,perceptPlane.safeU,phase,pm.vbat,stateEstimate.vx,stateEstimate.vy,stateEstimate.x,stateEstimate.y,stateEstimate.yaw,stateEstimate.z
0.0,0.0,0.0,0.05,0,1785348120.20765,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.943108558654785,-0.003094593295827508,0.007848898880183697,-0.00011033086047973484,0.0011767703108489513,-0.006873103324323893,0.01155951526015997
0.0,0.0,0.0,0.05454545454545455,0,1785348120.2327611,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.943108558654785,0.001440460211597383,0.006565984338521957,0.000592242693528533,0.001197276869788766,-0.008707838132977486,0.009698372334241867
0.0,0.0,0.0,0.0590909090909091,0,1785348120.256546,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.943108558654785,0.001440460211597383,0.006565984338521957,0.000592242693528533,0.001197276869788766,-0.008707838132977486,0.009698372334241867
0.0,0.0,0.0,0.06363636363636364,0,1785348120.2795808,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.5630500316619873,-0.00592630822211504,0.0031753992661833763,-0.00023115900694392622,0.0009045138722285628,-0.007203829009085894,0.011084899306297302
0.0,0.0,0.0,0.06818181818181819,0,1785348120.300595,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.5630500316619873,-0.00592630822211504,0.0031753992661833763,-0.00023115900694392622,0.0009045138722285628,-0.007203829009085894,0.011084899306297302
0.0,0.0,0.0,0.07272727272727272,0,1785348120.3216152,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.5630500316619873,-0.00592630822211504,0.0031753992661833763,-0.00023115900694392622,0.0009045138722285628,-0.007203829009085894,0.011084899306297302
0.0,0.0,0.0,0.07727272727272727,0,1785348120.3455842,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.5630500316619873,-0.004979020915925503,0.002854300430044532,0.0006536996806971729,0.0010649802861735225,-0.007889553904533386,0.010165662504732609
0.0,0.0,0.0,0.08181818181818182,0,1785348120.370662,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.5630500316619873,-0.004979020915925503,0.002854300430044532,0.0006536996806971729,0.0010649802861735225,-0.007889553904533386,0.010165662504732609
0.0,0.0,0.0,0.08636363636363636,0,1785348120.39138,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.7002933025360107,-0.013152112253010273,0.005106891039758921,-0.00027497531846165657,0.00185372622217983,0.009856412187218666,0.01077279169112444
0.0,0.0,0.0,0.09090909090909091,0,1785348120.411542,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.7002933025360107,-0.013152112253010273,0.005106891039758921,-0.00027497531846165657,0.00185372622217983,0.009856412187218666,0.01077279169112444
