cmd_x,cmd_y,cmd_yaw_deg,cmd_z,gate8.stackFree,host_time,mpcDiag.outX,mpcDiag.outY,mpcDiag.outZ,mpcDiag.yawCmd,obs.iter,obs.mpcUs,percept.ageMs,percept.applied,percept.corridor,percept.ctrDanger,percept.hold,percept.holdAge,percept.maxDanger,percept.minTtc,percept.nCstr,percept.sample,percept.side,percept.valid,perceptGridA.r0,perceptGridA.r1,perceptGridA.r2,perceptGridA.r3,perceptGridA.r4,perceptGridB.r5,perceptGridB.r6,perceptGridB.r7,perceptGridB.r8,perceptGridB.r9,perceptMap.crcErr,perceptMap.invalid,perceptMap.rxOk,perceptMass.cells,perceptMass.centerQ,perceptMass.cluster,perceptMass.detected,perceptMass.maxQ,perceptPath.hit,perceptPath.knot,perceptPath.q,perceptPath.safeL,perceptPath.safeR,perceptPath.u,perceptPath.v,perceptPlane.ax,perceptPlane.ay,perceptPlane.az,perceptPlane.b,perceptPlane.lineU,perceptPlane.safeU,perceptVio.plan,perceptVio.state,phase,pm.vbat,stateEstimate.vx,stateEstimate.vy,stateEstimate.x,stateEstimate.y,stateEstimate.yaw,stateEstimate.z
0.0,0.0,0.0,0.05,0,1785358749.2261918,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.8586511611938477,-0.0008990519563667476,0.0028436260763555765,0.00041748266085051,0.00032306561479344964,-0.012065899558365345,0.01385529711842537
0.0,0.0,0.0,0.05454545454545455,0,1785358749.248592,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.8586511611938477,-0.0012996989535167813,7.616704533575103e-05,0.00038012012373656034,-0.00016364622570108622,-0.009242137894034386,0.014075319282710552
0.0,0.0,0.0,0.0590909090909091,0,1785358749.273702,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.8586511611938477,-0.0012996989535167813,7.616704533575103e-05,0.00038012012373656034,-0.00016364622570108622,-0.009242137894034386,0.014075319282710552
0.0,0.0,0.0,0.06363636363636364,0,1785358749.295557,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.4944281578063965,-0.004328959155827761,0.0012968857772648335,0.0001159405437647365,9.612873691366985e-05,-0.011275270022451878,0.013803059235215187
0.0,0.0,0.0,0.06818181818181819,0,1785358749.316511,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.4944281578063965,-0.004328959155827761,0.0012968857772648335,0.0001159405437647365,9.612873691366985e-05,-0.011275270022451878,0.013803059235215187
0.0,0.0,0.0,0.07272727272727272,0,1785358749.340369,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.4944281578063965,-0.009623055346310139,-0.0017166627803817391,0.0004750968364533037,-0.00019294668163638562,-0.006645912770181894,0.014074734412133694
0.0,0.0,0.0,0.07727272727272727,0,1785358749.361501,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.4944281578063965,-0.009623055346310139,-0.0017166627803817391,0.0004750968364533037,-0.00019294668163638562,-0.006645912770181894,0.014074734412133694
0.0,0.0,0.0,0.08181818181818182,0,1785358749.384172,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.647507429122925,-0.02185674197971821,-0.0014937726082280278,-0.0008752731955610216,0.0001047866971930489,-0.008996150456368923,0.014579872600734234
0.0,0.0,0.0,0.08636363636363636,0,1785358749.407657,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.647507429122925,-0.02185674197971821,-0.0014937726082280278,-0.0008752731955610216,0.0001047866971930489,-0.008996150456368923,0.014579872600734234
0.0,0.0,0.0,0.09090909090909091,0,1785358749.4310699,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.647507429122925,-0.05761714652180672,-0.0008659902377985418,-0.007759150117635727,0.000355435797246173,0.09780968725681305,0.013998599722981453
0.0,0.0,0.0,0.09545454545454546,0,1785358749.4517682,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.647507429122925,-0.05761714652180672,-0.0008659902377985418,-0.007759150117635727,0.000355435797246173,0.09780968725681305,0.013998599722981453
0.0,0.0,0.0,0.1,0,1785358749.4768682,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.647507429122925,-0.08801135420799255,-0.0059631988406181335,-0.015077340416610241,-0.0006930925883352757,0.028936972841620445,0.013847786001861095
0.0,0.0,0.0,0.10454545454545455,0,1785358749.501785,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.647507429122925,-0.08801135420799255,-0.0059631988406181335,-0.015077340416610241,-0.0006930925883352757,0.028936972841620445,0.013847786001861095
0.0,0.0,0.0,0.1090909090909091,0,1785358749.522039,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.647507429122925,-0.08801135420799255,-0.0059631988406181335,-0.015077340416610241,-0.0006930925883352757,0.028936972841620445,0.013847786001861095
0.0,0.0,0.0,0.11363636363636363,0,1785358749.542485,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.647507429122925,-0.10207775980234146,-0.0001159060702775605,-0.0204399935901165,0.00011013845505658537,0.01775912195444107,0.01404974702745676
0.0,0.0,0.0,0.1181818181818182,0,1785358749.5642502,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.647507429122925,-0.10207775980234146,-0.0001159060702775605,-0.0204399935901165,0.00011013845505658537,0.01775912195444107,0.01404974702745676
0.0,0.0,0.0,0.12272727272727274,0,1785358749.587307,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.631671667098999,-0.10519037395715714,0.003440070664510131,-0.025204932317137718,-2.3803313524695113e-05,0.06738671660423279,0.014451226219534874
0.0,0.0,0.0,0.12727272727272726,0,1785358749.608523,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.631671667098999,-0.10519037395715714,0.003440070664510131,-0.025204932317137718,-2.3803313524695113e-05,0.06738671660423279,0.014451226219534874
0.0,0.0,0.0,0.13181818181818183,0,1785358749.6325629,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.631671667098999,-0.0959223285317421,0.008647436276078224,-0.02810031734406948,0.00020571425557136536,0.16566964983940125,0.013271985575556755
0.0,0.0,0.0,0.13636363636363635,0,1785358749.655045,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.631671667098999,-0.0959223285317421,0.008647436276078224,-0.02810031734406948,0.00020571425557136536,0.16566964983940125,0.013271985575556755
0.0,0.0,0.0,0.14090909090909093,0,1785358749.679447,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.6263930797576904,-0.07396506518125534,0.0034762483555823565,-0.029503319412469864,-0.001289226463995874,0.22002163529396057,0.013363171368837357
