cmd_x,cmd_y,cmd_yaw_deg,cmd_z,host_time,mpcDiag.outVio,mpcDiag.outX,mpcDiag.outY,mpcDiag.outZ,mpcDiag.safe,mpcDiag.yawCmd,obs.duaRes,obs.iter,obs.mpcUs,obs.priRes,obs.rho,phase,pm.vbat,stateEstimate.vx,stateEstimate.vy,stateEstimate.x,stateEstimate.y,stateEstimate.yaw,stateEstimate.z,testPlane.applied,testPlane.ax,testPlane.ay,testPlane.az,testPlane.b,testPlane.nCstr,testPlane.valid,testPlane.worstK,testPlaneVio.output,testPlaneVio.plan,testPlaneVio.state
0.0,0.0,0.0,0.05,1785363037.070009,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,takeoff,4.043401718139648,-0.0052307965233922005,0.007938441820442677,4.855887164012529e-05,0.0005851861787959933,0.016805650666356087,0.012122762389481068,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.05454545454545455,1785363037.094615,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,takeoff,4.043401718139648,-0.0018353596096858382,0.0017936708172783256,0.0007004273938946426,-0.00028594641480594873,0.01562200766056776,0.011774634011089802,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0590909090909091,1785363037.116946,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,takeoff,4.043401718139648,-0.0018353596096858382,0.0017936708172783256,0.0007004273938946426,-0.00028594641480594873,0.01562200766056776,0.011774634011089802,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.06363636363636364,1785363037.137975,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,takeoff,3.747800588607788,-0.006349341478198767,-0.005215049255639315,5.606480408459902e-05,-0.0013931046705693007,0.013877876102924347,0.011839497834444046,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.06818181818181819,1785363037.1608288,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,takeoff,3.747800588607788,-0.006349341478198767,-0.005215049255639315,5.606480408459902e-05,-0.0013931046705693007,0.013877876102924347,0.011839497834444046,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.07272727272727272,1785363037.182976,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,takeoff,3.747800588607788,-0.008684751577675343,0.004522958770394325,-0.0001918602647492662,0.0006079337326809764,0.03126423805952072,0.012362628243863583,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.07727272727272727,1785363037.205926,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,takeoff,3.747800588607788,-0.008684751577675343,0.004522958770394325,-0.0001918602647492662,0.0006079337326809764,0.03126423805952072,0.012362628243863583,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.08181818181818182,1785363037.22793,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,takeoff,3.747800588607788,-0.008684751577675343,0.004522958770394325,-0.0001918602647492662,0.0006079337326809764,0.03126423805952072,0.012362628243863583,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.08636363636363636,1785363037.2529469,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,takeoff,3.869208335876465,-0.01030464842915535,-0.002918377285823226,-0.00037400968722067773,-0.0005541440914385021,0.04631141945719719,0.012233567424118519,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.09090909090909091,1785363037.27439,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,takeoff,3.869208335876465,-0.01030464842915535,-0.002918377285823226,-0.00037400968722067773,-0.0005541440914385021,0.04631141945719719,0.012233567424118519,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.09545454545454546,1785363037.294987,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,takeoff,3.869208335876465,-0.011427647434175014,-0.006398049648851156,-0.0005045302677899599,-0.0010810054372996092,-0.060688767582178116,0.013562466949224472,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.1,1785363037.316076,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,takeoff,3.869208335876465,-0.011427647434175014,-0.006398049648851156,-0.0005045302677899599,-0.0010810054372996092,-0.060688767582178116,0.013562466949224472,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.10454545454545455,1785363037.341183,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,takeoff,3.8639297485351562,-0.017420701682567596,-0.05001872032880783,-0.0017497045919299126,-0.009711905382573605,0.07721062749624252,0.01262326817959547,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.1090909090909091,1785363037.365972,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,takeoff,3.8639297485351562,-0.017420701682567596,-0.05001872032880783,-0.0017497045919299126,-0.009711905382573605,0.07721062749624252,0.01262326817959547,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.11363636363636363,1785363037.387987,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,takeoff,3.8639297485351562,-0.031231515109539032,-0.04632499814033508,-0.004667211323976517,-0.010785147547721863,0.23942424356937408,0.012117529287934303,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.1181818181818182,1785363037.4114408,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,takeoff,3.8639297485351562,-0.031231515109539032,-0.04632499814033508,-0.004667211323976517,-0.010785147547721863,0.23942424356937408,0.012117529287934303,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.12272727272727274,1785363037.432697,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,takeoff,3.8639297485351562,-0.049869392067193985,-0.04803463816642761,-0.00973581988364458,-0.012986431829631329,0.43556204438209534,0.012547641061246395,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.12727272727272726,1785363037.455864,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,takeoff,3.8586511611938477,-0.049869392067193985,-0.04803463816642761,-0.00973581988364458,-0.012986431829631329,0.43556204438209534,0.012547641061246395,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.13181818181818183,1785363037.475934,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,takeoff,3.8586511611938477,-0.049869392067193985,-0.04803463816642761,-0.00973581988364458,-0.012986431829631329,0.43556204438209534,0.012547641061246395,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.13636363636363635,1785363037.497947,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,takeoff,3.8586511611938477,-0.05069706216454506,-0.04203774407505989,-0.012781751342117786,-0.014504566788673401,0.6345612406730652,0.013409183360636234,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.14090909090909093,1785363037.5194292,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,takeoff,3.8586511611938477,-0.05069706216454506,-0.04203774407505989,-0.012781751342117786,-0.014504566788673401,0.6345612406730652,0.013409183360636234,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.14545454545454545,1785363037.539988,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,takeoff,3.853372573852539,-0.02556690387427807,-0.015185263939201832,-0.011092550121247768,-0.012050594203174114,0.7543025016784668,0.010017885826528072,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.15,1785363037.562986,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,takeoff,3.853372573852539,-0.02556690387427807,-0.015185263939201832,-0.011092550121247768,-0.012050594203174114,0.7543025016784668,0.010017885826528072,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.15454545454545454,1785363037.584224,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,takeoff,3.853372573852539,0.006249187979847193,-0.006619441322982311,-0.008422584272921085,-0.012395168654620647,0.865816593170166,0.007333025336265564,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.15909090909090912,1785363037.604933,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,takeoff,3.853372573852539,0.006249187979847193,-0.006619441322982311,-0.008422584272921085,-0.012395168654620647,0.865816593170166,0.007333025336265564,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.16363636363636364,1785363037.629645,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,takeoff,3.853372573852539,0.05652046203613281,-0.0068277232348918915,-0.00026533202617429197,-0.01362520083785057,0.9828418493270874,0.004910394083708525,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.1681818181818182,1785363037.653574,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,takeoff,3.816422462463379,0.05652046203613281,-0.0068277232348918915,-0.00026533202617429197,-0.01362520083785057,0.9828418493270874,0.004910394083708525,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
