cmd_x,cmd_y,cmd_yaw_deg,cmd_z,gate8.stackFree,gate8.stateTx,host_time,mpcDiag.outX,mpcDiag.outY,mpcDiag.outZ,mpcDiag.yawCmd,obs.iter,obs.mpcUs,percept.ageMs,percept.applied,percept.corridor,percept.ctrDanger,percept.maxDanger,percept.minTtc,percept.nCstr,percept.sample,percept.side,percept.valid,perceptGridA.r0,perceptGridA.r1,perceptGridA.r2,perceptGridA.r3,perceptGridA.r4,perceptGridB.r5,perceptGridB.r6,perceptGridB.r7,perceptGridB.r8,perceptGridB.r9,perceptMap.crcErr,perceptMap.invalid,perceptMap.rxOk,perceptPlane.ax,perceptPlane.ay,perceptPlane.az,perceptPlane.b,perceptPlane.lineU,perceptPlane.safeU,perceptSync.capTick,perceptSync.capYaw,perceptSync.errMs,perceptSync.valid,perceptSync.yawDelta,phase,pm.vbat,stateEstimate.vx,stateEstimate.vy,stateEstimate.x,stateEstimate.y,stateEstimate.yaw,stateEstimate.z
0.0,0.0,0.0,0.05,0,0,1785346436.434855,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,takeoff,4.080351829528809,-0.0055579617619514465,0.016725298017263412,0.00025475092115812004,-4.6593013394158334e-05,-0.014071215875446796,0.011018800549209118
0.0,0.0,0.0,0.05454545454545455,0,0,1785346436.455848,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,takeoff,4.080351829528809,-0.0002847218420356512,0.013779500499367714,0.0011965505545958877,-0.00016642294940538704,-0.011780775152146816,0.010790795087814331
0.0,0.0,0.0,0.0590909090909091,0,0,1785346436.4787571,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,takeoff,4.080351829528809,-0.0002847218420356512,0.013779500499367714,0.0011965505545958877,-0.00016642294940538704,-0.011780775152146816,0.010790795087814331
0.0,0.0,0.0,0.06363636363636364,0,0,1785346436.503743,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,takeoff,3.6633431911468506,-0.006373409181833267,-0.00018919039575848728,0.00017053665942512453,-0.0020037663634866476,-0.014189799316227436,0.009974401444196701
0.0,0.0,0.0,0.06818181818181819,0,0,1785346436.52575,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,takeoff,3.6633431911468506,-0.006373409181833267,-0.00018919039575848728,0.00017053665942512453,-0.0020037663634866476,-0.014189799316227436,0.009974401444196701
0.0,0.0,0.0,0.07272727272727272,0,0,1785346436.550833,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,takeoff,3.6633431911468506,-0.006670339964330196,0.015405419282615185,0.0002528327167965472,0.0016960768261924386,-0.016843685880303383,0.009241670370101929
0.0,0.0,0.0,0.07727272727272727,0,0,1785346436.574621,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,takeoff,3.6633431911468506,-0.006670339964330196,0.015405419282615185,0.0002528327167965472,0.0016960768261924386,-0.016843685880303383,0.009241670370101929
0.0,0.0,0.0,0.08181818181818182,0,0,1785346436.5949519,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,takeoff,3.842815399169922,0.0004938922356814146,0.0026507836300879717,0.001810936606489122,0.0001689116470515728,-0.013160073198378086,0.009546245448291302
0.0,0.0,0.0,0.08636363636363636,0,0,1785346436.6157491,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,takeoff,3.842815399169922,0.0004938922356814146,0.0026507836300879717,0.001810936606489122,0.0001689116470515728,-0.013160073198378086,0.009546245448291302
0.0,0.0,0.0,0.09090909090909091,0,0,1785346436.6407812,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,takeoff,3.842815399169922,0.0004938922356814146,0.0026507836300879717,0.001810936606489122,0.0001689116470515728,-0.013160073198378086,0.009546245448291302
0.0,0.0,0.0,0.09545454545454546,0,0,1785346436.6638122,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,takeoff,3.842815399169922,0.0005406822892837226,-0.010210251435637474,0.0020678741857409477,-0.001663631061092019,-0.040574729442596436,0.010149044916033745
