cmd_x,cmd_y,cmd_yaw_deg,cmd_z,host_time,mpcDiag.outVio,mpcDiag.outX,mpcDiag.outY,mpcDiag.outZ,mpcDiag.safe,mpcDiag.yawCmd,obs.iter,obs.mpcUs,phase,pm.vbat,stateEstimate.vx,stateEstimate.vy,stateEstimate.x,stateEstimate.y,stateEstimate.yaw,stateEstimate.z,testPlane.applied,testPlane.ax,testPlane.ay,testPlane.az,testPlane.b,testPlane.nCstr,testPlane.valid,testPlane.worstK,testPlaneVio.output,testPlaneVio.plan,testPlaneVio.state
0.0,0.0,0.0,0.05,1785360623.510536,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.9272727966308594,-0.0022602067328989506,0.010118949227035046,4.3840966100106016e-05,0.002344784326851368,0.012214873917400837,0.010705240070819855,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.05454545454545455,1785360623.533962,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.932551383972168,-0.003522874554619193,-0.0035315509885549545,-0.0002405666164122522,-0.000293036486255005,0.010809755884110928,0.011205683462321758,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.0590909090909091,1785360623.554681,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.932551383972168,-0.003522874554619193,-0.0035315509885549545,-0.0002405666164122522,-0.000293036486255005,0.010809755884110928,0.011205683462321758,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.06363636363636364,1785360623.57652,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.932551383972168,-0.0044026183895766735,-0.004236433655023575,-0.00030475540552288294,-0.00036228695535100996,0.010007493197917938,0.00988233182579279,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.06818181818181819,1785360623.599966,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.932551383972168,-0.0044026183895766735,-0.004236433655023575,-0.00030475540552288294,-0.00036228695535100996,0.010007493197917938,0.00988233182579279,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.07272727272727272,1785360623.6214569,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.7953078746795654,-0.005733816884458065,0.006956466939300299,-0.00038509105797857046,0.002086809603497386,0.012438478879630566,0.008843393065035343,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.07727272727272727,1785360623.6417768,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.7953078746795654,-0.005733816884458065,0.006956466939300299,-0.00038509105797857046,0.002086809603497386,0.012438478879630566,0.008843393065035343,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.08181818181818182,1785360623.6646242,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.7953078746795654,-0.005733816884458065,0.006956466939300299,-0.00038509105797857046,0.002086809603497386,0.012438478879630566,0.008843393065035343,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.08636363636363636,1785360623.685471,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.7953078746795654,-0.007057473063468933,0.0020678499713540077,-0.0005425611743703485,0.001291635213419795,-0.029668809846043587,0.009804200381040573,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
0.0,0.0,0.0,0.09090909090909091,1785360623.7078881,0.0,0.0,0.0,0.0,0,0.0,0,0,takeoff,3.7953078746795654,-0.007057473063468933,0.0020678499713540077,-0.0005425611743703485,0.001291635213419795,-0.029668809846043587,0.009804200381040573,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
