cmd_x,cmd_y,cmd_yaw_deg,cmd_z,gate8.stackFree,host_time,mpcDiag.outVio,mpcDiag.outX,mpcDiag.outY,mpcDiag.outZ,mpcDiag.safe,mpcDiag.yawCmd,obs.iter,obs.mpcUs,percept.ageMs,percept.applied,percept.clearCnt,percept.corridor,percept.ctrDanger,percept.fakeAct,percept.hold,percept.holdAge,percept.maxDanger,percept.minTtc,percept.mode,percept.nCstr,percept.persist,percept.sample,percept.side,percept.valid,perceptGridA.r0,perceptGridA.r1,perceptGridA.r2,perceptGridA.r3,perceptGridA.r4,perceptGridB.r5,perceptGridB.r6,perceptGridB.r7,perceptGridB.r8,perceptGridB.r9,perceptMap.crcErr,perceptMap.invalid,perceptMap.rxOk,perceptMass.cells,perceptMass.centerQ,perceptMass.cluster,perceptMass.detected,perceptMass.maxQ,perceptPath.hit,perceptPath.knot,perceptPath.q,perceptPath.safeL,perceptPath.safeR,perceptPath.u,perceptPath.v,perceptPlane.avoidX,perceptPlane.avoidY,perceptPlane.avoidZ,perceptPlane.ax,perceptPlane.ay,perceptPlane.az,perceptPlane.b,perceptPlane.lineU,perceptPlane.refOff,perceptPlane.safeU,perceptVio.plan,perceptVio.state,phase,pm.vbat,stateEstimate.vx,stateEstimate.vy,stateEstimate.x,stateEstimate.y,stateEstimate.yaw,stateEstimate.z
0.0,0.0,0.0,0.05,0,1785416734.655283,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.7425220012664795,-0.0027790179010480642,0.0009350703912787139,-2.5298064429080114e-05,-0.00020156614482402802,0.0153009919449687,0.011102737858891487
0.0,0.0,0.0,0.05454545454545455,0,1785416734.6756868,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.7425220012664795,0.001994999358430505,0.001322647905908525,0.0008324380032718182,2.28293956752168e-05,0.013090892694890499,0.01249619759619236
0.0,0.0,0.0,0.0590909090909091,0,1785416734.697566,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.7425220012664795,0.001994999358430505,0.001322647905908525,0.0008324380032718182,2.28293956752168e-05,0.013090892694890499,0.01249619759619236
0.0,0.0,0.0,0.06363636363636364,0,1785416734.719726,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.7425220012664795,-0.0035182195715606213,0.0015019646380096674,-6.449299689847976e-05,0.00014470606402028352,0.015125318430364132,0.013136767782270908
0.0,0.0,0.0,0.06818181818181819,0,1785416734.744714,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.7425220012664795,-0.0035182195715606213,0.0015019646380096674,-6.449299689847976e-05,0.00014470606402028352,0.015125318430364132,0.013136767782270908
0.0,0.0,0.0,0.07272727272727272,0,1785416734.769784,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.5630500316619873,-0.004498956725001335,9.190932178171352e-05,-0.00015365862054750323,-9.883620077744126e-05,0.01921302080154419,0.01314436737447977
0.0,0.0,0.0,0.07727272727272727,0,1785416734.792958,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.5630500316619873,-0.004498956725001335,9.190932178171352e-05,-0.00015365862054750323,-9.883620077744126e-05,0.01921302080154419,0.01314436737447977
0.0,0.0,0.0,0.08181818181818182,0,1785416734.8169181,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.5630500316619873,-0.005637087859213352,-0.0017130295746028423,-0.0002503609284758568,-0.0004220060654915869,0.01353481039404869,0.01197544950991869
0.0,0.0,0.0,0.08636363636363636,0,1785416734.83999,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.5630500316619873,-0.005637087859213352,-0.0017130295746028423,-0.0002503609284758568,-0.0004220060654915869,0.01353481039404869,0.01197544950991869
0.0,0.0,0.0,0.09090909090909091,0,1785416734.864937,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.5841643810272217,-0.013211306184530258,-0.0001684486778685823,-0.0016539919888600707,-0.00011833931785076857,-0.05550948157906532,0.01200104784220457
0.0,0.0,0.0,0.09545454545454546,0,1785416734.889787,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.5841643810272217,-0.013211306184530258,-0.0001684486778685823,-0.0016539919888600707,-0.00011833931785076857,-0.05550948157906532,0.01200104784220457
0.0,0.0,0.0,0.1,0,1785416734.909973,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.5841643810272217,-0.0063155884854495525,-0.0017425206024199724,-0.00039819267112761736,-0.0004458597395569086,-0.07244575023651123,0.011680551804602146
0.0,0.0,0.0,0.10454545454545455,0,1785416734.932674,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.5841643810272217,-0.0063155884854495525,-0.0017425206024199724,-0.00039819267112761736,-0.0004458597395569086,-0.07244575023651123,0.011680551804602146
