cmd_x,cmd_y,cmd_yaw_deg,cmd_z,gate8.stackFree,host_time,mpcDiag.outX,mpcDiag.outY,mpcDiag.outZ,mpcDiag.yawCmd,obs.iter,obs.mpcUs,percept.ageMs,percept.applied,percept.corridor,percept.ctrDanger,percept.hold,percept.holdAge,percept.maxDanger,percept.minTtc,percept.nCstr,percept.sample,percept.side,percept.valid,perceptGridA.r0,perceptGridA.r1,perceptGridA.r2,perceptGridA.r3,perceptGridA.r4,perceptGridB.r5,perceptGridB.r6,perceptGridB.r7,perceptGridB.r8,perceptGridB.r9,perceptMap.crcErr,perceptMap.invalid,perceptMap.rxOk,perceptPlane.ax,perceptPlane.ay,perceptPlane.az,perceptPlane.b,perceptPlane.lineU,perceptPlane.safeU,phase,pm.vbat,stateEstimate.vx,stateEstimate.vy,stateEstimate.x,stateEstimate.y,stateEstimate.yaw,stateEstimate.z
0.0,0.0,0.0,0.05,0,1785347356.681232,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,4.032844543457031,-0.005659051239490509,0.031377263367176056,-0.002195896115154028,0.010806674137711525,0.007019185461103916,0.01419148314744234
0.0,0.0,0.0,0.05454545454545455,0,1785347356.70523,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,4.032844543457031,-0.009060707874596119,0.017527777701616287,-0.0028383771423250437,0.009196849539875984,0.005973385646939278,0.014005382545292377
0.0,0.0,0.0,0.0590909090909091,0,1785347356.725441,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,4.032844543457031,-0.009060707874596119,0.017527777701616287,-0.0028383771423250437,0.009196849539875984,0.005973385646939278,0.014005382545292377
0.0,0.0,0.0,0.06363636363636364,0,1785347356.7493389,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.668621778488159,-0.014543498866260052,0.011272589676082134,-0.004006402567028999,0.008767267689108849,0.008984943851828575,0.014177145436406136
0.0,0.0,0.0,0.06818181818181819,0,1785347356.772178,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.668621778488159,-0.014543498866260052,0.011272589676082134,-0.004006402567028999,0.008767267689108849,0.008984943851828575,0.014177145436406136
0.0,0.0,0.0,0.07272727272727272,0,1785347356.793241,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.668621778488159,-0.015220307745039463,0.005904090125113726,-0.004465813282877207,0.008328419178724289,0.007096254266798496,0.013813991099596024
0.0,0.0,0.0,0.07727272727272727,0,1785347356.8171678,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.668621778488159,-0.015220307745039463,0.005904090125113726,-0.004465813282877207,0.008328419178724289,0.007096254266798496,0.013813991099596024
0.0,0.0,0.0,0.08181818181818182,0,1785347356.840448,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.7847506999969482,-0.008653989061713219,0.00622783787548542,-0.003256813623011112,0.009226110763847828,0.01802457869052887,0.01217768993228674
0.0,0.0,0.0,0.08636363636363636,0,1785347356.863314,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.7847506999969482,-0.008653989061713219,0.00622783787548542,-0.003256813623011112,0.009226110763847828,0.01802457869052887,0.01217768993228674
0.0,0.0,0.0,0.09090909090909091,0,1785347356.8834891,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.7847506999969482,-0.008653989061713219,0.00622783787548542,-0.003256813623011112,0.009226110763847828,0.01802457869052887,0.01217768993228674
0.0,0.0,0.0,0.09545454545454546,0,1785347356.9074938,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,takeoff,3.7847506999969482,-0.005568884313106537,0.009464104659855366,-0.002593934303149581,0.010438241995871067,-0.09975062310695648,0.011756581254303455
