host_time,phase,cmd_x,cmd_y,cmd_z,state_x,state_y,state_z,state_yaw,state_vx,state_vy,roll,pitch,vbat,track_rx,track_depth_count,track_support,track_sigma,track_baseline,map_peak,map_active,flow_cyl_valid,flow_cyl_conf,flow_cyl_wx,flow_cyl_wy,flow_cyl_var_x,flow_cyl_var_y,aggregate_displacement,yaw_explained_ratio,depth_disagreement,group_dispersion,group_score,reject_low_motion,reject_yaw,reject_depth_disagreement,reject_dispersion,reject_no_group,obs_source,obs_active,obs_apply,obs_count,obs_eff_cx,obs_eff_cy,obs_eff_rad,obs_flow_conf,obs_clearance,obs_frz_valid,obs_frz_cx,obs_frz_cy,obs_frz_conf
1784908496.305699,wait_flow,0.0,0.0,0.05,0.0007876507006585598,-0.0011902633123099804,0.013271736912429333,0.07903579622507095,-0.0018627926474437118,-0.004605296533554792,-0.6726584434509277,0.11842764168977737,4.101466178894043,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.052000001072883606,0.052000001072883606,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.5,0.15000000596046448,0.30000001192092896,0.0,-0.027691006660461426,0,0.0,0.0,0.0
1784908496.3301198,wait_flow,0.0,0.0,0.05,-0.0008002172107808292,-0.0007313730311580002,0.01363652665168047,0.08307304233312607,-0.0023786709643900394,-0.0007220686529763043,-0.6983968615531921,0.11905967444181442,4.096187591552734,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.06200000271201134,0.06200000271201134,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.5,0.15000000596046448,0.30000001192092896,0.0,-0.027374565601348877,0,0.0,0.0,0.0
1784908496.351718,wait_flow,0.0,0.0,0.05,-0.0008002172107808292,-0.0007313730311580002,0.01363652665168047,0.08307304233312607,-0.0023786709643900394,-0.0007220686529763043,-0.6983968615531921,0.11905967444181442,4.096187591552734,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.06200000271201134,0.06200000271201134,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.5,0.15000000596046448,0.30000001192092896,0.0,-0.027374565601348877,0,0.0,0.0,0.0
1784908496.372684,wait_flow,0.0,0.0,0.05,0.0007181838736869395,-0.0009518782026134431,0.013476242311298847,0.08399603515863419,0.004996709991246462,-0.0011703906347975135,-0.6925283074378967,0.058773741126060486,4.096187591552734,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.06200000271201134,0.06200000271201134,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.5,0.15000000596046448,0.30000001192092896,0.0,-0.026962995529174805,0,0.0,0.0,0.0
1784908496.3967,wait_flow,0.0,0.0,0.05,0.0007181838736869395,-0.0009518782026134431,0.013476242311298847,0.08399603515863419,0.004996709991246462,-0.0011703906347975135,-0.6925283074378967,0.058773741126060486,4.096187591552734,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.06200000271201134,0.06200000271201134,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.5,0.15000000596046448,0.30000001192092896,0.0,-0.026962995529174805,0,0.0,0.0,0.0
1784908496.419752,wait_flow,0.0,0.0,0.05,0.0006410693167708814,-0.0013435027794912457,0.013787999749183655,0.08511405438184738,0.004162254743278027,-0.002739382442086935,-0.6761415004730225,0.06020793318748474,4.096187591552734,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.06200000271201134,0.06200000271201134,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.5,0.15000000596046448,0.30000001192092896,0.0,-0.026843726634979248,0,0.0,0.0,0.0
1784908496.44005,wait_flow,0.0,0.0,0.05,0.0006410693167708814,-0.0013435027794912457,0.013787999749183655,0.08511405438184738,0.004162254743278027,-0.002739382442086935,-0.6761415004730225,0.06020793318748474,4.096187591552734,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.07199998944997787,0.07199998944997787,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.5,0.15000000596046448,0.30000001192092896,0.0,-0.026843726634979248,0,0.0,0.0,0.0
1784908496.461293,wait_flow,0.0,0.0,0.05,-0.0008077843231149018,-0.0013622251572087407,0.013981656171381474,0.08487340807914734,0.004162254743278027,-0.002739382442086935,-0.6761415004730225,0.06020793318748474,4.096187591552734,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.07199998944997787,0.07199998944997787,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.5,0.15000000596046448,0.30000001192092896,0.0,-0.026843726634979248,0,0.0,0.0,0.0
1784908496.4843578,wait_flow,0.0,0.0,0.05,-0.0008077843231149018,-0.0013622251572087407,0.013981656171381474,0.08487340807914734,-0.0041901892982423306,-0.0029825728852301836,-0.6780136227607727,0.12324588745832443,4.096187591552734,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.07199998944997787,0.07199998944997787,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.5,0.15000000596046448,0.30000001192092896,0.0,-0.027866125106811523,0,0.0,0.0,0.0
1784908496.505623,wait_flow,0.0,0.0,0.05,-0.0008077843231149018,-0.0013622251572087407,0.013981656171381474,0.08487340807914734,-0.0041901892982423306,-0.0029825728852301836,-0.6780136227607727,0.12324588745832443,4.096187591552734,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.07199998944997787,0.07199998944997787,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.5,0.15000000596046448,0.30000001192092896,0.0,-0.027866125106811523,0,0.0,0.0,0.0
