host_time,phase,cmd_x,cmd_y,cmd_z,state_x,state_y,state_z,state_yaw,state_vx,state_vy,roll,pitch,vbat,track_rx,track_depth_count,track_support,track_sigma,track_baseline,map_peak,map_active,flow_cyl_valid,flow_cyl_conf,flow_cyl_wx,flow_cyl_wy,flow_cyl_var_x,flow_cyl_var_y,aggregate_displacement,yaw_explained_ratio,depth_disagreement,group_dispersion,group_score,reject_low_motion,reject_yaw,reject_depth_disagreement,reject_dispersion,reject_no_group,obs_source,obs_active,obs_apply,obs_count,obs_eff_cx,obs_eff_cy,obs_eff_rad,obs_flow_conf,obs_clearance,obs_frz_valid,obs_frz_cx,obs_frz_cy,obs_frz_conf
1784909497.1996238,wait_flow,0.0,0.0,0.05,-0.0008395987679250538,0.005031967535614967,0.012877377681434155,-0.005070727784186602,0.004079070873558521,-0.004744747653603554,-0.4522693157196045,-0.04669833928346634,3.7794721126556396,430,0,0,0.0,0.3807142376899719,0.03338976576924324,1,0.0,0.03338976576924324,0.0,0.0,0.11799991130828857,0.11799991130828857,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.5,0.15000000596046448,0.699999988079071,0.0,-0.4271659851074219,0,0.0,0.0,0.0
1784909497.223864,wait_flow,0.0,0.0,0.05,-0.0008395987679250538,0.005031967535614967,0.012877377681434155,-0.005070727784186602,0.004079070873558521,-0.004744747653603554,-0.4522693157196045,-0.04669833928346634,3.7794721126556396,430,0,0,0.0,0.3807142376899719,0.03338976576924324,1,0.0,0.03338976576924324,0.0,0.0,0.11799991130828857,0.11799991130828857,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.5,0.15000000596046448,0.699999988079071,0.0,-0.4271659851074219,0,0.0,0.0,0.0
1784909497.247474,wait_flow,0.0,0.0,0.05,-0.0014871114399284124,0.006807098630815744,0.012206356041133404,-0.0030913040973246098,0.00033498340053483844,0.004888019058853388,-0.5308572053909302,-0.02540362998843193,3.7794721126556396,430,0,0,0.0,0.3807142376899719,0.03338976576924324,1,0.0,0.03338976576924324,0.0,0.0,0.11799991130828857,0.11799991130828857,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.5,0.15000000596046448,0.699999988079071,0.0,-0.42716294527053833,0,0.0,0.0,0.0
1784909497.270537,wait_flow,0.0,0.0,0.05,-0.0014871114399284124,0.006807098630815744,0.012206356041133404,-0.0030913040973246098,0.00033498340053483844,0.004888019058853388,-0.5308572053909302,-0.02540362998843193,3.7794721126556396,430,0,0,0.0,0.3807142376899719,0.03338976576924324,1,0.0,0.03338976576924324,0.0,0.0,0.11799991130828857,0.11799991130828857,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.5,0.15000000596046448,0.699999988079071,0.0,-0.42716294527053833,0,0.0,0.0,0.0
1784909497.290808,wait_flow,0.0,0.0,0.05,-0.0017113793874159455,0.003694251412525773,0.012100030668079853,-0.002069879323244095,-0.00018757818907033652,-0.009992698207497597,-0.4092426300048828,-0.018360452726483345,3.7847506999969482,431,0,0,0.0,0.3807142376899719,0.033356375992298126,1,0.0,0.033356375992298126,0.0,0.0,0.11799991130828857,0.11799991130828857,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.5,0.15000000596046448,0.699999988079071,0.0,-0.42742133140563965,0,0.0,0.0,0.0
1784909497.79307,takeoff,0.0,0.0,0.05,-0.0019465107470750809,0.0005920976400375366,0.013556425459682941,-0.014728778973221779,0.008816223591566086,0.017433051019906998,-0.7815340757369995,-0.3943554162979126,3.6369502544403076,435,0,0,0.0,0.3807142376899719,0.03322315216064453,1,0.0,0.03322315216064453,0.0,0.0,0.11799991130828857,0.11799991130828857,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.5,0.15000000596046448,0.699999988079071,0.0,-0.4261478781700134,0,0.0,0.0,0.0
1784909497.817315,takeoff,0.0,0.0,0.05175879396984925,-0.0019465107470750809,0.0005920976400375366,0.013556425459682941,-0.014728778973221779,0.008816223591566086,0.017433051019906998,-0.7815340757369995,-0.3943554162979126,3.6369502544403076,435,0,0,0.0,0.3807142376899719,0.03322315216064453,1,0.0,0.03322315216064453,0.0,0.0,0.11799991130828857,0.11799991130828857,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.5,0.15000000596046448,0.699999988079071,0.0,-0.4261478781700134,0,0.0,0.0,0.0
1784909497.838196,takeoff,0.0,0.0,0.0535175879396985,-0.0020280685275793076,0.0005450895405374467,0.011421158909797668,-0.044206056743860245,0.009390085935592651,0.020118333399295807,-0.7647221088409424,-0.357208251953125,3.6369502544403076,435,0,0,0.0,0.3807142376899719,0.03322315216064453,1,0.0,0.03322315216064453,0.0,0.0,0.11799991130828857,0.11799991130828857,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.5,0.15000000596046448,0.699999988079071,0.0,-0.4261478781700134,0,0.0,0.0,0.0
1784909497.861297,takeoff,0.0,0.0,0.05527638190954774,-0.0020280685275793076,0.0005450895405374467,0.011421158909797668,-0.044206056743860245,0.009390085935592651,0.020118333399295807,-0.7647221088409424,-0.357208251953125,3.6369502544403076,435,0,0,0.0,0.3807142376899719,0.03322315216064453,1,0.0,0.03322315216064453,0.0,0.0,0.11799991130828857,0.11799991130828857,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.5,0.15000000596046448,0.699999988079071,0.0,-0.4261975884437561,0,0.0,0.0,0.0
1784909497.885492,takeoff,0.0,0.0,0.057035175879396986,-0.0019963057711720467,0.0005884657730348408,0.012284327298402786,-0.051266759634017944,0.010000788606703281,0.022532125934958458,-0.7613105773925781,-0.3447498083114624,3.668621778488159,435,0,0,0.0,0.3807142376899719,0.03322315216064453,1,0.0,0.03322315216064453,0.0,0.0,0.11799991130828857,0.11799991130828857,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.5,0.15000000596046448,0.699999988079071,0.0,-0.4261975884437561,0,0.0,0.0,0.0
