t,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,motor_0_thrust_n,motor_1_thrust_n,motor_2_thrust_n,motor_3_thrust_n
0.000000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11036249999999997,0.1103625,0.1103625,0.1103625
0.020000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11036249999999997,0.1103625,0.1103625,0.1103625
0.040000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11036249999999997,0.1103625,0.1103625,0.1103625
0.060000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11036249999999997,0.1103625,0.1103625,0.1103625
0.080000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11036249999999997,0.1103625,0.1103625,0.1103625
0.100000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11036249999999997,0.1103625,0.1103625,0.1103625
0.120000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11036249999999997,0.1103625,0.1103625,0.1103625
0.140000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11036249999999997,0.1103625,0.1103625,0.1103625
0.160000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11036249999999997,0.1103625,0.1103625,0.1103625
0.180000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11026172278508796,0.11046327721491205,0.11046327721491207,0.11026172278508795
0.200000000,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02379841875256122,0.0,0.10996158977500682,0.11076341022499318,0.11076341022499318,0.10996158977500682
0.220000000,9.338502339304344e-07,0.0,1.1,9.338502339304344e-05,0.0,0.0,0.9999998867270551,0.0,0.00047596835707977786,0.0,0.0,0.09467447006644414,0.0,0.10967025334077153,0.11105484666795117,0.11105484666795117,0.10967025334077153
0.240000000,7.45044490055262e-06,0.0,1.1,0.0005582744432691752,0.0,0.0,0.9999982073494791,0.0,0.0018934882698738262,0.0,0.0,0.18728344773941027,0.0,0.10959626638443494,0.11113031635664049,0.11113031635664049,0.10959626638443494
0.260000000,3.061402700263522e-05,0.0,1.1,0.0017580837669390849,0.0,-1.7763568394002505e-17,0.9999910889023623,0.0,0.004221624790024503,0.0,0.0,0.2758065030252896,0.0,0.1096421918509181,0.11109067600257534,0.11109067600257534,0.10964219185091807
