time_s,measured_signed_tangent_speed_mps,inferred_local_path_curvature_per_m,commanded_speed_mps,commanded_curvature_speed_rate_radps,inferred_measured_speed_geometric_rate_radps,quaternion_euler_yaw_unwrapped_rad,quaternion_euler_yaw_rate_radps,measured_body_wz_radps,euler_yaw_rate_minus_geometric_radps,body_wz_minus_geometric_radps,euler_yaw_rate_minus_commanded_radps,body_wz_minus_commanded_radps,body_wz_minus_euler_yaw_rate_radps,tangent_yaw_error_deg,tilt_deg
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,-3.546259594832546e-38,0.0,2.0,0.0,-0.0,0.0,-0.0009203292377709166,-5.012957263543208e-40,-0.0009203292377709166,-5.012957263543208e-40,-0.0009203292377709166,-5.012957263543208e-40,0.0009203292377709166,0.0,0.0
0.04,2.8038851636393985e-06,0.0,2.0,0.0,0.0,-3.6813169510836663e-05,-0.020930828073974454,-0.010556007782794736,-0.020930828073974454,-0.010556007782794736,-0.020930828073974454,-0.010556007782794736,0.010374820291179717,-0.002109239243482083,0.03199878521278574
0.06,0.0003105265062669966,0.0,2.0,0.0,0.0,-0.0008372331229589778,-0.056622976375514694,-0.057490602564122875,-0.056622976375514694,-0.057490602564122875,-0.056622976375514694,-0.057490602564122875,-0.000867626188608181,-0.0479699244141029,0.7666925137931109
0.08,0.0028404129167129335,0.0,2.0,0.0,0.0,-0.0023017322245314246,-0.09379773146486454,-0.026097493326702786,-0.09379773146486454,-0.026097493326702786,-0.09379773146486454,-0.026097493326702786,0.06770023813816176,-0.1318795420349208,2.8113174015409443
0.1,0.011760150110108896,1.3333339452829003,2.0,2.6666678905658006,0.01568020734343063,-0.0045891423815535605,-0.17840088161463508,0.026948738358883263,-0.1940810889580657,0.011268531015452634,-2.8450687721804355,-2.639719152206917,0.20534961997351833,-0.2756902038448656,6.118329981764926
0.12,0.031806731381274496,1.3333320929529398,2.0,2.6666641859058795,0.04240893572258667,-0.009437767489116825,-0.3662594995973143,0.1096854997385774,-0.408668435319901,0.06727656401599072,-3.032923685503194,-2.556978686167302,0.4759449993358917,-0.5849961370420176,10.800573432024986
0.14,0.07009714346364078,1.3333314926729771,2.0,2.6666629853459543,0.09346272892648798,-0.019239522365446144,-0.6760292370265621,0.2210171769852248,-0.7694919659530501,0.12755444805873684,-3.3426922223725164,-2.4456458083607293,0.897046414011787,-1.2219086604630245,16.8302749623702
0.16,0.13267574286616038,1.3333331181532655,2.0,2.666666236306531,0.17690096193903848,-0.0364789369701793,-1.062805926489365,0.3546755149978199,-1.2397068884284035,0.17777455305878143,-3.729472162795896,-2.311990721308711,1.417481441487185,-2.3644935525248845,23.92966979859379
0.18,0.21658411831977367,1.333331073384623,2.0,2.666662146769246,0.28877833495736605,-0.06175175942502072,-1.1896060804079638,0.4052249150080213,-1.4783844153653298,0.11644658005065528,-3.85626822717721,-2.261437231761225,1.5948309954159852,-4.060279617820922,31.271507029701812
0.2,0.3177984180111454,1.3333363898892245,2.0,2.666672779778449,0.42373219538348733,-0.08406318018649785,-0.5577855190369274,0.3889761939361355,-0.9815177144204148,-0.03475600144735186,-3.2244582988153763,-2.2776965858423135,0.9467617129730629,-5.751949368333169,36.327609711551695
0.22,0.43873564886200994,1.3333331043164025,2.0,2.666666208632805,0.5849807646714549,-0.08406318018649785,0.0,0.42360956177171155,-0.5849807646714549,-0.16137120289974333,-2.666666208632805,-2.2430566468610933,0.42360956177171155,-6.994423329698404,38.99567158971815
0.24,0.5737865928950224,1.3333163997480302,2.0,2.6666327994960604,0.76503907426248,-0.08406318018649785,0.2889559341975432,0.4472285856152061,-0.4760831400649368,-0.31781048864727385,-2.3776768652985174,-2.2194042138808543,0.15827265141766295,-7.686017659477134,39.59264845928683
0.26,0.7151969100538761,1.3333841222148026,2.0,2.6667682444296053,0.9536322041229267,-0.07250494281859611,1.055096947025427,0.4890430807178215,0.1014647429025003,-0.4645891234051052,-1.6116712974041782,-2.177725163711784,-0.5660538663076056,-7.536477635956763,37.96267380320349
0.28,0.859402196593328,1.3333228743390966,2.0,2.666645748678193,1.1458606069751494,-0.04185930230548073,1.6144400294344978,0.5620392728195509,0.46857942245934847,-0.5838213341555984,-1.0522057192436953,-2.1046064758586422,-1.052400756614947,-7.010254512535887,34.53855452959979
0.3,0.9998787948853399,1.333350278926745,2.0,2.66670055785349,1.3331886700533058,-0.007927341641216243,1.631271066770255,0.617445387107322,0.29808239671694925,-0.7157432829459838,-1.0354294910832351,-2.049255170746168,-1.013825679662933,-6.71911226006566,30.192779172264295
0.32,1.1312185169758568,1.3336010407306196,2.0,2.667202081461239,1.5085941915327508,0.02339154036532943,1.5244264951217383,0.691063663996698,0.015832303588987573,-0.8175305275360527,-1.1427755863395008,-1.976138417464541,-0.8333628311250403,-6.68505767849591,25.82939836108002
0.34,1.2503673571624747,1.3332032436494683,2.0,2.6664064872989366,1.6669938163224245,0.053049718163653344,1.4168275356132751,0.7487521730233332,-0.25016628070914937,-0.9182416432990913,-1.2495789516856615,-1.9176543142756035,-0.6680753625899419,-7.016249863434174,21.537410605498433
0.36,1.3558275412874932,1.3332079311493312,2.0,2.6664158622986625,1.8076000313151832,0.08006464178986042,1.2814844763809565,0.7903120099352897,-0.5261155549342267,-1.0172880213798936,-1.384931385917706,-1.8761038523633728,-0.4911724664456668,-7.778197422143926,17.45165872946629
0.38,1.4457893771381816,1.3333237840159644,2.0,2.666647568031929,1.9277053632159644,0.10430909721889156,1.1503691223455679,0.8150126656416057,-0.7773362408703965,-1.1126926975743587,-1.516278445686361,-1.8516349023903231,-0.3353564567039622,-8.985657177293708,13.69196947486366
0.4,1.5201033397181167,1.333262954852698,2.0,2.666525909705396,2.026697470394031,0.12607940668368317,1.0461206845815298,0.8290218590961241,-0.980576785812501,-1.1976756112979068,-1.620405225123866,-1.837504050609272,-0.2170988254854057,-10.627314565407755,10.337455694033139
0.42,1.5750817859622757,1.3332179298016291,2.0,2.6664358596032582,2.099927277948878,0.14615392460215273,0.9731996617171315,0.8427722513298136,-1.1267276162317463,-1.2571550266190643,-1.6932361978861268,-1.8236636082734448,-0.13042741038731787,-12.293807540516097,7.451682857804466
0.44,1.6194600842218798,1.3333647843334873,2.0,2.6667295686669745,2.1593310459351978,0.1650073931523684,0.9248827980820309,0.8515090501243244,-1.2344482478531669,-1.3078219958108734,-1.7418467705849436,-1.8152205185426502,-0.07337374795770646,-14.66420065998894,4.927531799627143
0.46,1.6426588537401519,1.3333712350208902,2.0,2.6667424700417803,2.1902740645295062,0.18314923652543402,0.8969205141628303,0.8606852195144278,-1.293353550366676,-1.3295888450150786,-1.76982195587895,-1.8060572505273527,-0.03623529464840247,-16.51539822552962,2.7058708263968265
0.48,1.6567917263235066,1.3332010670000856,2.0,2.666402134000171,2.2088364973314127,0.2008842137188816,0.8900713509309526,0.8724300448037167,-1.3187651464004602,-1.336406452527696,-1.7763307830692185,-1.7939720891964543,-0.017641306127235912,-19.02417929108328,0.7928022506059715
0.5,1.6565099134779795,1.333346544080553,2.0,2.666693088161106,2.2087017683710397,0.21875209056267214,0.918151939436421,0.9076139471423147,-1.2905498289346187,-1.301087821228725,-1.748541148724685,-1.7590791410187911,-0.010537992294106346,-21.27731284278369,1.0113574887301597
0.52,1.6468968072577044,1.3333540387588987,2.0,2.6667080775177974,2.1958965093761957,0.23761029129633846,0.9873568551214635,0.9875198079436988,-1.2085396542547322,-1.2083767014324969,-1.6793512223963338,-1.6791882695740985,0.00016295282223521834,-23.65203288330603,2.0337828685551695
0.54,1.628891758245964,1.3335013825579933,2.0,2.6670027651159867,2.1721294116583136,0.2582463647675307,1.07057299547541,1.0796579009965377,-1.1015564161829037,-1.092471510661776,-1.5964297696405767,-1.587344864119449,0.009084905521127729,-26.10118378855051,3.151799658466902
0.56,1.6023590614026348,1.3332748257609643,2.0,2.6665496515219287,2.1363849983981003,0.2804332111153549,1.118652920026828,1.126360132996682,-1.0177320783712722,-1.0100248654014183,-1.5478967314951007,-1.5401895185252468,0.007707212969853883,-28.081294919313937,3.8777394672432526
0.58,1.569182815250704,1.3333187192119276,2.0,2.666637438423855,2.0922208214394353,0.3029924815686037,1.1265932749975338,1.124501307714216,-0.9656275464419015,-0.9677195137252192,-1.5400441634263213,-1.542136130709639,-0.0020919672833177305,-30.166017711702164,4.268102116050984
0.6,1.5305756236128205,1.3332665380478903,2.0,2.6665330760957806,2.040665262914756,0.32549694211525615,1.1222791892310227,1.1193838532807838,-0.9183860736837333,-0.9212814096339721,-1.544253886864758,-1.5471492228149968,-0.002895335950238831,-32.37781721457333,4.599725442699437
0.62,1.4906110851748247,1.3334849153218047,2.0,2.6669698306436094,1.9877073966920944,0.34788364913784464,1.1095031985852621,1.0997475292664072,-0.8782041981068323,-0.8879598674256872,-1.5574666320583472,-1.5672223013772022,-0.009755669318854965,-34.105753428104435,5.077139652446661
0.64,1.4481751148481092,1.33361092616392,2.0,2.66722185232784,1.931302156160128,0.3698770700586667,1.0754746429298674,1.0686393770722988,-0.8558275132302606,-0.8626627790878292,-1.5917472093979725,-1.598582475255541,-0.006835265857568551,-35.939252598083556,5.8110034383810225
0.66,1.4097412918179435,1.3334047851718047,2.0,2.6668095703436094,1.8797557843643273,0.3909026348550394,1.0163163648706295,0.9910586750746044,-0.8634394194936978,-0.8886971092897229,-1.65049320547298,-1.675750895269005,-0.02525768979602505,-37.26830784765808,6.726161839626885
0.68,1.367035291197998,1.3333154773874318,2.0,2.6666309547748637,1.8226893118891254,0.4105297246534919,0.9460779287746348,0.9177069830878786,-0.8766113831144906,-0.9049823288012468,-1.7205530260002289,-1.748923971686985,-0.028370945686756244,-39.382836593035805,7.803498118669505
0.7000000000000001,1.3301606643633475,1.3334252498004942,2.0,2.6668504996009883,1.7736698161534878,0.42874575200602477,0.9141473619686415,0.875443029995202,-0.8595224541848463,-0.8982267861582859,-1.7527031376323468,-1.7914074696057862,-0.03870433197343959,-40.98691707016284,8.935281526362724
0.72,1.29521907140545,1.3333698449651998,2.0,2.6667396899303997,1.7270060524358548,0.4470956191322374,0.9282594527113304,0.8842324822093103,-0.7987465997245244,-0.8427735702265445,-1.7384802372190693,-1.7825072077210895,-0.04402697050202009,-42.63260265156744,9.977970071920915
0.74,1.2678084987997047,1.3334844131524746,2.0,2.666968826304949,1.690602872011644,0.4658761301144779,0.9436544183444813,0.880529736124614,-0.7469484536671627,-0.8100731358870299,-1.7233144079604679,-1.786439090180335,-0.06312468221986722,-43.61099852416654,10.962703995850365
0.76,1.2360938941595103,1.3332805114124098,2.0,2.6665610228248195,1.648059899358749,0.48484179586601667,0.9685598650547078,0.8999723568445515,-0.6795000343040412,-0.7480875425141975,-1.6980011577701117,-1.766588665980268,-0.06858750821015636,-45.30522631781406,11.66926894045392
0.78,1.211733618240969,1.3332451230701574,2.0,2.666490246140315,1.6155379369799279,0.5046185247166662,0.9852192186867619,0.9246695491035323,-0.630318718293166,-0.6908683878763956,-1.681271027453553,-1.7418206970367827,-0.060549669583229604,-46.28823501240893,12.347472472106531
0.8,1.1885572223743974,1.3332279691847884,2.0,2.6664559383695767,1.5846177318461308,0.5242505646134872,1.0068375238525036,0.9588756332719592,-0.5777802079936272,-0.6257420985741715,-1.6596184145170731,-1.7075803050976175,-0.04796189058054434,-47.30522841778748,12.591468229411007
0.8200000000000001,1.1665153191706568,1.3331673469869514,2.0,2.6663346939739028,1.5551601332783813,0.5448920256707664,1.0466754511148988,0.9969977842353314,-0.5084846821634825,-0.55816234904305,-1.619659242859004,-1.6693369097385715,-0.04967766687956743,-48.28958915650492,12.941642610437082
0.84,1.1453131508664005,1.333209509514256,2.0,2.666419019028512,1.5269423841068208,0.566117582658083,1.1814518501378615,1.0719415245427983,-0.34549053396895935,-0.4550008595640225,-1.4849671688906505,-1.5944774944857136,-0.10951032559506313,-49.26519730224754,13.124783959501093
0.86,1.131075505457484,1.3332035213959197,2.0,2.6664070427918394,1.5079538468405873,0.592150099676281,1.334544587291088,1.2021662543761942,-0.17340925954949937,-0.30578759246439313,-1.3318624555007514,-1.4642407884156452,-0.13237833291489376,-49.24833207487599,14.436636775724484
0.88,1.1126387580860995,1.3334437738797869,2.0,2.6668875477595737,1.4836412245472477,0.6194993661497266,1.3642294241510484,1.289203163514516,-0.11941180039619925,-0.19443806103273165,-1.3026581236085253,-1.3776843842450577,-0.0750262606365324,-49.913177926572644,15.223486498955065
0.9,1.1028551763911474,1.3333146088486785,2.0,2.666629217697357,1.470452918126703,0.646719276642323,1.3903578196210553,1.3386509965255662,-0.08009509850564767,-0.1318019216011368,-1.2762713980763016,-1.3279782211717908,-0.05170682309548913,-49.85459018265042,15.53699793626158
0.92,1.0885974246578682,1.3333235581070542,2.0,2.6666471162141083,1.4514525915910046,0.6751136789345688,1.3928842329576447,1.4319791668513233,-0.05856835863335985,-0.019473424739681278,-1.2737628832564636,-1.234667949362785,0.039094933893678574,-50.49836626120142,15.931656257596728
