time_s,measured_signed_tangent_speed_mps,inferred_local_path_curvature_per_m,commanded_speed_mps,commanded_curvature_speed_rate_radps,inferred_measured_speed_geometric_rate_radps,quaternion_euler_yaw_unwrapped_rad,quaternion_euler_yaw_rate_radps,measured_body_wz_radps,euler_yaw_rate_minus_geometric_radps,body_wz_minus_geometric_radps,euler_yaw_rate_minus_commanded_radps,body_wz_minus_commanded_radps,body_wz_minus_euler_yaw_rate_radps,tangent_yaw_error_deg,tilt_deg
0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,-8.009425020976249e-09,0.0,3.0,0.0,-0.0,0.0,0.0,0.00047601887884109146,0.0,0.00047601887884109146,0.0,0.00047601887884109146,0.00047601887884109146,4.823183051526402e-05,0.0006789111190309215
0.04,-1.426521362671859e-05,0.0,3.0,0.0,-0.0,0.0,-1.287732929431188e-05,0.007070494406429086,-1.287732929431188e-05,0.007070494406429086,-1.287732929431188e-05,0.007070494406429086,0.007083371735723398,0.005341950512100977,0.10806581392917912
0.06,-7.071100231911346e-05,0.0,3.0,0.0,-0.0,-5.150931717724749e-07,-0.01893757101069519,-0.012802038911958084,-0.01893757101069519,-0.012802038911958084,-0.01893757101069519,-0.012802038911958084,0.006135532098737108,-2.9512664800388436e-05,1.2727630714036857
0.08,0.0006421072586414941,0.0,3.0,0.0,0.0,-0.0007575028404278079,-0.05593072494962308,0.02474796809837799,-0.05593072494962308,0.02474796809837799,-0.05593072494962308,0.02474796809837799,0.08067869304800107,-0.04340171572568013,4.302752498425135
0.1,0.0047803013917094616,0.0,3.0,0.0,0.0,-0.002237744091156696,-0.10888129787297857,0.1343780697606873,-0.10888129787297857,0.1343780697606873,-0.10888129787297857,0.1343780697606873,0.24325936763366587,-0.1282132920536238,9.28472794108016
0.12,0.015274925583204948,1.333332711286545,3.0,3.999998133859635,0.02036655794255486,-0.005112754755346949,-0.2600136690167397,0.2810509905541677,-0.2803802269592946,0.26068443261161284,-4.260011802876375,-3.7189471433054675,0.5410646595709074,-0.3092680908744892,16.069033036128697
0.14,0.03568572044776187,1.333334110450106,3.0,4.000002331350318,0.04758098832898774,-0.012638290851826292,-0.6092393044392884,0.4342783936515293,-0.6568202927682761,0.3866974053225416,-4.609241635789607,-3.565723937698789,1.0435176980908176,-0.7762809909900524,24.03313504171861
0.16,0.0698995113124084,1.3333412973245804,3.0,4.000023891973742,0.0931999050956408,-0.029482326932918478,-1.2049023029239676,0.5973050204704599,-1.2981022080196083,0.5041051153748191,-5.204926194897709,-3.4027188715032817,1.8022073233944274,-1.8237361098485836,32.66547642514954
0.18,0.1224908559421381,1.3333331181532655,3.0,3.9999993544597965,0.16332111489859344,-0.060834382968784975,-1.953508604328835,0.7636708189302007,-2.1168297192274284,0.6003497040316073,-5.953507958788632,-3.2363285355295957,2.7171794232590356,-3.759957816404275,41.6061236293605
0.2,0.1934891668551581,1.333331073384623,3.0,3.9999932201538693,0.25798511853128436,-0.10762267110607192,-2.2327091181117957,0.8525391882081355,-2.49069423664308,0.5945540696768511,-6.232702338265665,-3.147454031945734,3.085248306319931,-6.688489259562579,50.2794377626803
