time_s,measured_signed_tangent_speed_mps,inferred_local_path_curvature_per_m,commanded_speed_mps,commanded_curvature_speed_rate_radps,inferred_measured_speed_geometric_rate_radps,quaternion_euler_yaw_unwrapped_rad,quaternion_euler_yaw_rate_radps,measured_body_wz_radps,euler_yaw_rate_minus_geometric_radps,body_wz_minus_geometric_radps,euler_yaw_rate_minus_commanded_radps,body_wz_minus_commanded_radps,body_wz_minus_euler_yaw_rate_radps,tangent_yaw_error_deg,tilt_deg
0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,-3.538129105982547e-38,0.0,1.5,0.0,-0.0,0.0,-1.8655086902119314e-06,-3.711679876604593e-40,-1.8655086902119314e-06,-3.711679876604593e-40,-1.8655086902119314e-06,-3.711679876604593e-40,1.8655086902119314e-06,0.0,0.0
0.04,1.9482432871049058e-09,0.0,1.5,0.0,0.0,-7.462034760847725e-08,-0.006092893684435949,-0.00014923935059089416,-0.006092893684435949,-0.00014923935059089416,-0.006092893684435949,-0.00014923935059089416,0.005943654333845055,-4.275430987862905e-06,0.00010060772430972669
0.06,0.0001431724102683418,0.0,1.5,0.0,0.0,-0.00024371574737743786,-0.032999101975805765,-0.032464117625730544,-0.032999101975805765,-0.032464117625730544,-0.032999101975805765,-0.032464117625730544,0.000534984350075221,-0.01396388372560016,0.33137480962541715
0.08,0.0022945767313589053,0.0,1.5,0.0,0.0,-0.0013200386993798391,-0.06745269446576498,-0.03129591921759453,-0.06745269446576498,-0.03129591921759453,-0.06745269446576498,-0.03129591921759453,0.036156775248170445,-0.07563264626841339,2.043460986618641
0.1,0.011264172241404979,1.3333318321389545,1.5,1.9999977482084317,0.015018879412161254,-0.0029418235260080376,-0.11972632907370491,0.027827769739333232,-0.13474520848586616,0.012808890327171979,-2.1197240772821364,-1.9721699784690985,0.14755409881303813,-0.17829059273569794,5.2154745389054815
0.12,0.033743325511322086,1.3333320929529398,1.5,1.9999981394294095,0.0449910588272034,-0.006109091862328033,-0.22839103816729914,0.11541595391643514,-0.27338209699450255,0.07042489508923173,-2.228389177596709,-1.8845821855129743,0.3438069920837343,-0.39427707225897296,9.647993334581654
0.14,0.076185837038794,1.3333314926729773,1.5,1.999997239009466,0.10158097581947541,-0.012077465052700008,-0.40275995543222265,0.228078543696522,-0.5043409312516981,0.12649756787704658,-2.402757194441689,-1.771918695312944,0.6308384991287447,-0.811553003812086,15.071928253973423
0.16,0.1430470185865537,1.333338268667337,1.5,2.0000074030010055,0.19073006410021986,-0.022219490079616933,-0.5656843785557646,0.35026921853063914,-0.7564144426559845,0.15953915443041927,-2.56569178155677,-1.6497381844703665,0.9159535970864037,-1.572972877068086,21.24430073056674
0.18,0.22784983372424256,1.333337883167914,1.5,2.0000068247518707,0.30380081497804273,-0.03470484019493058,-0.3121337528828415,0.3589642285686514,-0.6159345678608843,0.05516341359060867,-2.3121405776347124,-1.6410425961832193,0.6710979814514929,-2.5490683158840466,26.72701515482634
