SYS: Crazyflie 2.1 Brushless is up and running!
SYS: Build 2:de14ff9f08ae (2025.09.1 +2) MODIFIED
SYS: I am 0x373930393434471500370039 and I have 1024KB of flash!
CFGBLK: v1, verification [OK]
DECK_DISCOVERY: Backend found: onewire
DECK_DISCOVERY: Backend found: deckctrl
DECK_CORE: 1 deck(s) found
DECK_CORE: Calling INIT on driver bcFlow2 for deck 0
ZR2: Z-down sensor [OK]
PMW: Motion chip id: 0x49:0xB6
IMU: BMI088: Using I2C interface.
IMU: BMI088 Gyro connection [OK].
IMU: BMI088 Accel connection [OK]
IMU: BMP390 I2C connection [OK]
ESTIMATOR: Using Kalman (2) estimator
CONTROLLER: Using PID (1) controller
MTR-DRV: Using brushless motor driver
SYS: About to run tests in system.c.
SYS: NRF51 version: 2026.04 (C21B)
EEPROM: I2C connection [OK].
STORAGE: Storage check [OK].
IMU: BMI088 gyro self-test [OK]
DECK_CORE: Deck 0 test [OK].
SYS: Self test passed!
STAB: Wait for sensor calibration...
SYS: Free heap: 15048 bytes
MPCTASK: Waiting for activation ...
STAB: Starting stabilizer loop
STAB: WARNING: stabilizer loop rate is off (1004)
SUP: Ready to fly
MPCTASK: Benchmark mode 1, maneuver 4, max_iter 5, task_pri 0
MPCTASK: Reference altitude: 0.70 m; barrier skip when z>0.75 and vz>-0.20
MPCTASK: OOT takeoff: cfclient trigger>=0.15m ramp=0.15m/s figure8_start=2000ms_at_measured_z target=0.70m timeout=12000ms
MPCTASK: Common baseline: mpc_hz=20 model_hz=20 rho=5 base_w=0 base_qz=1 Qz=100 R=4 bridge=x10 guards=z[ref,ref+0.20] xy=free cap=0.05
MPCTASK: MPC->PID: xyz=x10, z_guard=[ref,ref+0.20], yaw=raw_rz, output_hold=200ms, safety_hold=500ms
MPCTASK: Reference origin: xyz=measured_at_forced_timed_start target_z=0.70 m
MPCTASK: Fixed baseline: w=0 qz=1 adaptive_cache=off
MPCTASK: MPC-CBF analytic LTV rows: always_on=1 horizon=20 gate=off floor_z=0.70 margin=0
MPCTASK: EXP every=2: m,s,tms,p3[mm],v3[mmps],att3[cdeg],ref3[mm],cmd3[mm],h/raw/grad/mar/thr[milli],act/ac/bind,wi/qi/cache/noa,pa/pf/du[milli],it,mpc/eval/total[us],bar/tanh/rl/cache/solve/step[cycles],overruns,post_active/post_infeasible_totals,wreq/w/qzreq/qz[milli],max_step_cycles
MPCTASK: Figure8: source=traj_fig8_12.h source_hz=100 samples=1205 laps=2 duration=24.07 s origin=forced_timed_start start_delay=2000ms z_baseline=measured_at_start
CONTROLLER: Using OutOfTree (6) controller
MPCTASK: Trajectory origin: x=0.03 y=0.11 z=0.01
MPCTASK: OOT activated at z=0.01
MPCTASK: TAKEOFF START: trigger_z=0.15 start_z=0.0 target=0.70 hold=(0.03,0.16) ramp=0.15m/s
MPCTASK: OOT loop 1 done
MPCTASK: OOT loop 2 done
MPCTASK: MPC task loop 1
MPCTASK: x0: pos=(0.03,0.16,0.0) vel=(-MPCTASK: OOT loop 3 done
0.0,0.02,-0.0)
MPCTASK: ref: (0.03,0.16,0.0)
MPCTASK: SAFE TV mode=1: h=-0.693 raw=0.006 grad=1.019 margin=0.0 thr=0.0 active0=1 active_count=20 eval=0 us
MPCTASK: Cache level changed: 0 -> 1
MPCTASK: MPC solve start
MPCTASK: MPC solve done, iter=5
MPCTASK: MPC time=26737 us
MPCTASK: MPC stack free=1103 words
MPCTASK: setpoint: x=0.03 y=0.16 z=0.07 preview_z=0.07
MPCTASK: MPC task loop 2
MPCTASK: MPC task loop 3
MPCTASK: TAKEOFF COMPLETE: t=2000ms z=0.34 vz=0.28; trajectory queued origin=(-0.0,0.23,0.34)
MPCTASK: TRAJ START: z=0.34 origin=(-0.0,0.23,0.34) EXP clock reset; Z metric begins at t+3s
MPCTASK: EXP,1,2,72,-13,226,357,-37,-194,240,1287,-668,-536,-2,238,343,-34,418,543,-342,357,1000,0,0,1,20,20,0,0,0,0,0,0,0,5,20792,0,21370,0,0,0,0,3534588,3633061,0,0,0,0,0,1000,1000,4245272
MPCTASK: EXP,1,4,178,-31,204,377,41,-382,208,815,-792,-610,-13,257,344,16,395,544,-322,377,1000,0,0,1,20,20,0,0,0,0,0,0,0,5,26839,0,27017,0,0,0,0,4562440,4592985,0,0,0,0,0,1000,1000,4592985
MPCTASK: EXP,1,6,273,-57,157,398,131,-500,270,-24,-1199,-894,-48,324,344,117,387,544,-301,398,1000,0,0,1,20,20,0,0,0,0,0,0,0,5,23032,0,23210,0,0,0,0,3915322,3945873,0,0,0,0,0,1000,1000,4592985
MPCTASK: EXP,1,8,373,-58,111,431,299,-469,196,-823,-1134,-1235,-100,444,344,188,394,544,-268,431,1000,0,0,1,20,20,0,0,0,0,0,0,0,5,22598,0,23134,0,0,0,0,3841608,3932875,0,0,0,0,0,1000,1000,4592985
MPCTASK: EXP,1,10,475,-54,81,457,417,-294,189,-1439,-576,-1232,-155,603,344,226,440,544,-242,457,1000,0,0,1,20,20,0,0,0,0,0,0,0,5,24448,0,24629,0,0,0,0,4156072,4186971,0,0,0,0,0,1000,1000,4592985
MPCTASK: EXP,1,12,573,-43,50,483,442,-45,201,-2076,177,-903,-193,782,344,227,506,544,-216,483,1000,0,0,1,20,20,0,0,0,0,0,0,0,5,22899,0,23079,0,0,0,0,3892700,3923595,0,0,0,0,0,1000,1000,4592985
MPCTASK: EXP,1,14,674,-38,70,512,385,340,211,-2066,176,-958,-201,961,344,235,582,544,-187,512,1000,0,0,1,20,20,0,0,0,0,0,0,0,5,24091,0,24272,0,0,0,0,4095488,4126343,0,0,0,0,0,1000,1000,4592985
MPCTASK: EXP,1,16,776,-64,142,527,309,725,153,-1867,257,-1227,-170,1121,343,184,691,543,-172,527,1000,0,0,1,20,20,0,0,0,0,0,0,0,5,25743,0,26240,0,0,0,0,4376160,4460867,0,0,0,0,0,1000,1000,4592985
MPCTASK: EXP,1,18,876,-81,237,544,282,1076,221,-1406,83,-1650,-101,1250,343,166,774,543,-155,544,1000,0,0,1,20,20,0,0,0,0,0,0,0,5,24331,0,24763,0,0,0,0,4135924,4209893,0,0,0,0,0,1000,1000,4592985
MPCTASK: EXP,1,20,974,-84,355,570,334,1262,293,-466,-568,-1883,-1,1339,343,178,790,543,-129,570,1000,0,0,1,20,20,0,0,0,0,0,0,0,5,22160,0,22341,0,0,0,0,3767157,3798055,0,0,0,0,0,1000,1000,4592985
MPCTASK: EXP,1,22,1082,-54,487,605,454,1235,329,488,-954,-1670,117,1385,343,195,771,543,-94,605,1000,0,0,1,20,20,0,0,0,0,0,0,0,5,30647,0,30828,0,0,0,0,5209996,5240870,0,0,0,0,0,1000,1000,5240870
MPCTASK: EXP,1,24,1177,12,619,638,580,1118,214,965,-709,-1367,240,1387,343,204,763,543,-61,638,1000,0,0,1,20,20,0,0,0,0,0,0,0,5,25857,0,26537,0,0,0,0,4395712,4511495,0,0,0,0,0,1000,1000,5240870
MPCTASK: EXP,1,26,1274,66,656,642,591,854,-10,1267,4,-1112,350,1348,343,147,657,543,-59,640,1019,0,0,1,20,20,0,0,0,0,0,0,0,5,21976,0,22157,0,0,0,0,3735757,3766664,0,0,0,0,0,1000,1000,5240870
MPCTASK: EXP,1,28,1377,121,713,628,505,642,-148,1312,720,-878,432,1272,343,78,589,543,-101,598,1019,0,0,1,20,20,0,0,0,0,0,0,0,5,25188,0,25369,0,0,0,0,4281897,4312795,0,0,0,0,0,1000,1000,5240870
