SYS: Crazyflie 2.1 Brushless is up and running!
SYS: Build 2:de14ff9f08ae (2025.09.1 +2) MODIFIED
SYS: I am 0x373930393434471500370039 and I have 1024KB of flash!
CFGBLK: v1, verification [OK]
DECK_DISCOVERY: Backend found: onewire
DECK_DISCOVERY: Backend found: deckctrl
DECK_CORE: 1 deck(s) found
DECK_CORE: Calling INIT on driver bcFlow2 for deck 0
ZR2: Z-down sensor [OK]
PMW: Motion chip id: 0x49:0xB6
IMU: BMI088: Using I2C interface.
IMU: BMI088 Gyro connection [OK].
IMU: BMI088 Accel connection [OK]
IMU: BMP390 I2C connection [OK]
ESTIMATOR: Using Kalman (2) estimator
CONTROLLER: Using PID (1) controller
MTR-DRV: Using brushless motor driver
SYS: About to run tests in system.c.
SYS: NRF51 version: 2026.04 (C21B)
EEPROM: I2C connection [OK].
STORAGE: Storage check [OK].
IMU: BMI088 gyro self-test [OK]
DECK_CORE: Deck 0 test [OK].
SYS: Self test passed!
STAB: Wait for sensor calibration...
SYS: Free heap: 15048 bytes
MPCTASK: Waiting for activation ...
STAB: Starting stabilizer loop
STAB: WARNING: stabilizer loop rate is off (1004)
SUP: Ready to fly
MPCTASK: Benchmark mode 3, maneuver 4, max_iter 5, task_pri 0
MPCTASK: Reference altitude: 0.70 m; barrier skip when z>0.75 and vz>-0.20
MPCTASK: OOT takeoff: cfclient trigger>=0.15m ramp=0.15m/s forced_trajectory_start=3000ms timeout=12000ms
MPCTASK: Common baseline: mpc_hz=20 model_hz=20 rho=5 base_w=0 base_qz=1 Qz=100 R=4 bridge=x10 guards=z[ref,ref+0.20] xy=free cap=0.05
MPCTASK: MPC->PID: xyz=x10, z_guard=[ref,ref+0.20], yaw=raw_rz, output_hold=200ms, safety_hold=500ms
MPCTASK: Reference origin: xy=forced_3s_start z=0.70 m
MPCTASK: LIMO adaptive: cache=16x4 evals=1 timing=bar/rl/cache_cycles
MPCTASK: EXP every=2: m,s,tms,p3[mm],v3[mmps],att3[cdeg],ref3[mm],cmd3[mm],h/raw/grad/mar/thr[milli],act/ac/bind,wi/qi/cache/noa,pa/pf/du[milli],it,mpc/eval/total[us],bar/tanh/rl/cache/solve/step[cycles],overruns,post_active/post_infeasible_totals,wreq/w/qzreq/qz[milli],max_step_cycles
MPCTASK: Figure8: source=traj_fig8_12.h source_hz=100 samples=1205 laps=2 duration=24.07 s origin=forced_3s_start z_offset=0.09 m
CONTROLLER: Using OutOfTree (6) controller
MPCTASK: Trajectory origin: x=0.02 y=-0.04
MPCTASK: OOT activated at z=0.01
MPCTASK: TAKEOFF START: trigger_z=0.15 start_z=0.01 target=0.70 hold=(0.03,-0.07) ramp=0.15m/s
MPCTASK: OOT loop 1 done
MPCTASK: MPC task loop 1
MPCTASK: x0: pos=(0.MPCTASK: OOT loop 2 done
03,-0.07,0.01) vel=(0.01,-0.01,0.0)
MPCTASK: OOT loop 3 done
MPCTASK: ref: (0.03,-0.07,0.01)
MPCTASK: SAFE TV mode=3: h=0.0 raw=0.0 grad=0.0 margin=0.0 thr=0.0 active0=0 active_count=0 eval=12621 us
MPCTASK: MPC solve start
MPCTASK: MPC solve done, iter=5
MPCTASK: MPC time=23862 us
MPCTASK: MPC stack free=875 words
MPCTASK: setpoint: x=0.03 y=-0.07 z=0.07 preview_z=0.07
MPCTASK: MPC task loop 2
MPCTASK: MPC task loop 3
MPCTASK: Cache level changed: 0 -> 1
MPCTASK: TAKEOFF COMPLETE: t=3000ms z=0.43 vz=0.22; trajectory queued origin=(-0.01,-0.03)
MPCTASK: TRAJ START: z=0.44 origin=(-0.01,-0.03) EXP clock reset
MPCTASK: EXP,3,2,80,-30,-48,451,110,-192,230,94,-28,-215,-19,-38,700,-20,110,700,-248,-67,1254,69,300,1,3,3,15,3,1,1,0,0,0,5,21306,8085,30154,1374409,0,1762,69456,3622043,5126167,0,0,0,994,1000,1399,1400,5332820
MPCTASK: EXP,3,4,185,-31,-54,481,78,-125,409,-590,142,-298,-30,-19,700,-8,201,700,-218,44,792,69,300,1,3,3,15,3,1,1,0,0,0,5,22872,11486,35117,1952600,0,45583,62688,3888065,5969836,0,0,0,995,1000,1399,1400,6263105
MPCTASK: EXP,3,6,280,-11,-45,533,73,65,567,-1001,235,-376,-65,47,700,62,233,700,-166,136,989,69,300,1,3,3,15,3,1,1,0,0,0,5,19370,9874,30041,1678456,0,2099,51245,3292721,5107121,0,0,0,996,1000,1399,1400,6263105
MPCTASK: EXP,3,8,389,-8,-28,589,45,241,505,-1082,172,-428,-118,166,700,93,285,700,-110,165,971,69,300,1,3,3,15,3,1,1,0,0,0,5,28260,9057,38159,1539706,0,1762,23128,4804077,6487168,0,0,0,996,1000,1399,1400,6487168
MPCTASK: EXP,3,10,484,5,-10,633,53,377,369,-1023,61,-406,-172,326,700,126,321,700,-66,155,838,69,300,1,3,3,15,3,1,1,0,0,0,5,24533,8641,33970,1468820,0,1763,113447,4170393,5774944,0,0,0,997,1000,1399,1400,6487168
MPCTASK: EXP,3,12,585,30,55,664,91,556,266,-751,-15,-350,-211,505,700,174,378,700,-35,-50,852,69,300,1,3,3,15,3,1,1,0,0,0,5,23468,10944,35155,1860375,0,2268,54777,3989461,5976399,0,0,0,997,1000,1399,1400,6487168
MPCTASK: EXP,3,14,683,33,117,685,103,651,209,-373,-236,-316,-218,684,700,191,405,700,-14,-28,699,69,300,1,3,3,15,3,1,1,0,0,0,5,22307,9560,32627,1625127,0,1762,84762,3791989,5546677,0,0,0,997,1000,1399,1400,6487168
MPCTASK: EXP,3,16,784,40,182,706,148,676,185,31,-392,-262,-187,844,700,196,422,700,6,-9,781,69,300,1,3,3,15,3,1,1,0,0,0,5,24314,8858,33442,1505791,0,1762,23128,4133418,5685370,0,0,0,998,1000,1399,1400,6487168
MPCTASK: EXP,3,18,883,39,249,727,186,643,162,374,-401,-213,-118,973,699,178,422,699,27,62,641,69,300,1,3,3,15,3,1,1,0,0,0,5,20538,10931,32740,1858081,0,1762,63831,3491285,5565985,0,0,0,997,1000,1399,1400,6487168
MPCTASK: EXP,3,20,984,59,305,746,242,555,124,611,-323,-164,-18,1062,699,180,404,699,46,117,598,69,300,1,3,3,15,3,1,1,0,0,0,5,22051,11211,34355,1905842,0,1762,23439,3748573,5840484,0,0,0,997,1000,1399,1400,6487168
MPCTASK: EXP,3,22,1084,63,372,757,244,468,63,780,-78,-151,100,1108,699,119,387,699,57,95,772,69,300,0,1,1,15,3,1,1,0,0,0,5,21924,10018,32824,1702975,0,1792,25169,3726937,5580431,0,0,0,996,1000,1399,1400,6487168
MPCTASK: EXP,3,24,1184,98,405,760,256,318,18,926,118,-123,223,1110,699,101,329,699,60,7,1256,69,300,0,1,1,15,3,1,1,0,0,0,5,24255,8905,33423,1513713,0,1762,23128,4123305,5682082,0,0,0,995,1000,1399,1400,6487168
MPCTASK: EXP,3,26,1282,153,394,757,253,111,-5,956,364,-128,332,1071,699,101,225,699,56,3,1384,69,300,0,2,2,15,3,1,1,0,0,0,5,21808,9232,31832,1569341,0,1762,72331,3707325,5411405,0,0,0,995,1000,1399,1400,6487168
