SYS: Crazyflie 2.1 Brushless is up and running!
SYS: Build 2:de14ff9f08ae (2025.09.1 +2) MODIFIED
SYS: I am 0x373930393434471500370039 and I have 1024KB of flash!
CFGBLK: v1, verification [OK]
DECK_DISCOVERY: Backend found: onewire
DECK_DISCOVERY: Backend found: deckctrl
DECK_CORE: 1 deck(s) found
DECK_CORE: Calling INIT on driver bcFlow2 for deck 0
ZR2: Z-down sensor [OK]
PMW: Motion chip id: 0x49:0xB6
IMU: BMI088: Using I2C interface.
IMU: BMI088 Gyro connection [OK].
IMU: BMI088 Accel connection [OK]
IMU: BMP390 I2C connection [OK]
ESTIMATOR: Using Kalman (2) estimator
CONTROLLER: Using PID (1) controller
MTR-DRV: Using brushless motor driver
SYS: About to run tests in system.c.
SYS: NRF51 version: 2026.04 (C21B)
EEPROM: I2C connection [OK].
STORAGE: Storage check [OK].
IMU: BMI088 gyro self-test [OK]
DECK_CORE: Deck 0 test [OK].
SYS: Self test passed!
STAB: Wait for sensor calibration...
SYS: Free heap: 15048 bytes
MPCTASK: Waiting for activation ...
STAB: Starting stabilizer loop
ESTKALMAN: State out of bounds, resetting
STAB: WARNING: stabilizer loop rate is off (1004)
SUP: Ready to fly
MPCTASK: Benchmark mode 3, maneuver 0, max_iter 5, task_pri 0
MPCTASK: Common baseline: mpc_hz=20 model_hz=20 rho=5 base_w=0 base_qz=1 Qz=100 R=4 bridge=x10 guards=z[ref,ref+0.20] xy=free cap=0.05
MPCTASK: LIMO adaptive: cache=16x4 evals=1 timing=bar/rl/cache_cycles
MPCTASK: EXP every=2: m,s,tms,p3[mm],v3[mmps],att3[cdeg],ref3[mm],cmd3[mm],h/raw/grad/mar/thr[milli],act/ac/bind,wi/qi/cache/noa,pa/pf/du[milli],it,mpc/eval/total[us],bar/tanh/rl/cache/solve/step[cycles],overruns,post_active/post_infeasible_totals,wreq/w/qzreq/qz[milli]
CONTROLLER: Using OutOfTree (6) controller
MPCTASK: OOT activated at z=0.54
MPCTASK: OOT loop 1 done
MPCTASK: OOT loop 2 done
MPCTASK: MPC task loopMPCTASK: OOT loop 3 done
 1
MPCTASK: Benchmark reset: mode=3 maneuver=0
MPCTASK: x0: pos=(0.01,-0.02,0.54) vel=(-0.05,-0.0,-0.02)
MPCTASK: ref: (0.0,0.0,1.0)
MPCTASK: SAFE TV mode=3: h=0.0 raw=0.0 grad=0.0 margin=0.0 thr=0.0 active0=0 active_count=0 eval=10638 us
MPCTASK: MPC solve start
MPCTASK: MPC solve done, iter=5
MPCTASK: MPC time=24928 us
MPCTASK: MPC stack free=885 words
MPCTASK: setpoint: x=-0.0 y=-0.01 z=1.0 preview_z=0.84
MPCTASK: MPC task loop 2
MPCTASK: MPC task loop 3
MPCTASK: EXP,3,2,89,11,-25,539,-58,7,-37,-110,39,-9,0,0,1000,-10,-11,1000,0,0,0,0,0,0,0,0,15,1,1,1,0,0,0,5,26317,9932,36718,1688349,0,1827,23138,4473708,6242086,0,0,0,997,1000,1080,1133
MPCTASK: EXP,3,4,185,0,-22,533,-64,20,-137,-20,-85,-21,0,0,1000,-12,-11,1000,0,0,0,0,0,0,0,0,15,1,1,1,0,0,0,5,22492,10005,32993,1700816,0,1813,22867,3823548,5608837,0,0,0,997,1000,1195,1133
MPCTASK: EXP,3,6,289,-5,-21,518,-45,18,-94,15,-120,-25,0,0,1000,-10,-13,1000,0,0,0,0,0,0,0,0,15,2,1,1,0,0,0,5,25557,10257,36492,1743554,0,1814,46838,4344545,6203748,0,0,0,997,1000,1268,1266
MPCTASK: EXP,3,8,391,-7,-16,536,-17,23,574,-12,-91,-26,0,0,1000,-4,-5,1000,0,0,0,0,0,0,0,0,15,2,1,1,0,0,0,5,26069,12241,39338,2080804,0,1813,112456,4431697,6687534,0,0,0,998,1000,1316,1266
MPCTASK: EXP,3,10,485,12,-19,620,38,15,839,-17,-42,-22,0,0,1000,25,-10,1000,0,0,0,0,0,0,0,0,15,3,1,1,0,0,0,5,22929,9410,33040,1599662,0,2137,97774,3897845,5616831,0,0,0,998,1000,1346,1400
MPCTASK: Cache level changed: 0 -> 1
MPCTASK: EXP,3,12,589,12,2,701,36,47,738,107,-41,-6,0,0,1000,28,5,1000,1,229,724,69,300,1,3,3,15,3,1,1,0,0,0,5,22766,13303,36956,2261400,0,1813,125464,3870089,6282537,0,0,0,998,1000,1365,1400
MPCTASK: Cache level changed: 1 -> 0
MPCTASK: EXP,3,14,688,14,5,761,39,30,572,95,2,16,0,0,1000,23,7,1000,61,233,1008,69,300,0,0,0,15,3,1,1,0,0,0,5,23495,11606,36363,1972963,0,1839,22867,3994064,6181810,0,0,0,995,1000,1378,1400
MPCTASK: EXP,3,16,782,36,5,818,66,8,418,109,42,38,0,0,1000,46,0,1000,118,187,553,69,300,0,0,0,15,3,1,1,0,0,0,4,17858,10640,29339,1808728,0,1813,65027,3035825,4987728,0,0,0,985,1000,1385,1400
MPCTASK: EXP,3,18,878,41,3,856,52,-7,321,74,86,53,0,0,1000,46,-5,1000,156,234,955,69,300,0,0,0,14,3,1,1,0,0,0,3,14722,10925,25934,1857209,0,1813,22868,2502675,4408983,0,0,0,959,933,1390,1400
MPCTASK: EXP,3,20,976,49,4,888,43,-13,272,45,107,58,0,0,1000,49,-4,1000,188,243,1002,69,300,0,0,0,14,3,1,1,0,0,0,3,14156,9925,24366,1687131,0,1813,22868,2406425,4142409,0,0,0,911,933,1394,1400
MPCTASK: EXP,3,22,1081,52,0,909,27,-23,214,33,103,60,0,0,1000,45,-9,1000,209,243,961,69,300,0,0,0,13,3,1,1,0,0,0,3,15696,12491,29169,2123513,0,2075,93228,2668190,4958805,0,0,0,843,866,1396,1400
MPCTASK: EXP,3,24,1180,55,-3,929,10,-27,172,-5,97,61,0,0,1000,42,-11,1000,229,250,1029,69,300,0,0,0,11,3,1,1,0,0,0,3,11647,13841,26112,2352793,0,1785,22863,1979943,4439001,0,0,0,756,733,1397,1400
MPCTASK: EXP,3,26,1279,48,-10,945,-16,-31,155,-34,91,55,0,0,1000,28,-15,1000,245,243,904,69,300,0,0,0,10,3,1,1,0,0,0,3,14958,10268,25900,1745386,0,1764,46477,2542737,4402985,0,0,0,651,666,1398,1400
MPCTASK: EXP,3,28,1386,46,-21,961,-29,-35,137,-52,58,51,0,0,1000,24,-23,1000,261,243,894,69,300,0,0,0,8,3,1,1,0,0,0,4,21193,10362,33194,1761391,0,2225,85051,3602637,5642925,0,0,0,538,533,1399,1400
