SYS: Crazyflie 2.1 Brushless is up and running!
SYS: Build 2:de14ff9f08ae (2025.09.1 +2) MODIFIED
SYS: I am 0x373930393434471500370039 and I have 1024KB of flash!
CFGBLK: v1, verification [OK]
DECK_DISCOVERY: Backend found: onewire
DECK_DISCOVERY: Backend found: deckctrl
DECK_CORE: 1 deck(s) found
DECK_CORE: Calling INIT on driver bcFlow2 for deck 0
ZR2: Z-down sensor [OK]
PMW: Motion chip id: 0x49:0xB6
IMU: BMI088: Using I2C interface.
IMU: BMI088 Gyro connection [OK].
IMU: BMI088 Accel connection [OK]
IMU: BMP390 I2C connection [OK]
ESTIMATOR: Using Kalman (2) estimator
CONTROLLER: Using PID (1) controller
MTR-DRV: Using brushless motor driver
SYS: About to run tests in system.c.
SYS: NRF51 version: 2026.04 (C21B)
EEPROM: I2C connection [OK].
STORAGE: Storage check [OK].
IMU: BMI088 gyro self-test [OK]
DECK_CORE: Deck 0 test [OK].
SYS: Self test passed!
STAB: Wait for sensor calibration...
SYS: Free heap: 15048 bytes
MPCTASK: Waiting for activation ...
STAB: Starting stabilizer loop
STAB: WARNING: stabilizer loop rate is off (1004)
SUP: Ready to fly
MPCTASK: Benchmark mode 2, maneuver 4, max_iter 5, task_pri 0
MPCTASK: Reference altitude: 0.70 m; barrier skip when z>0.75 and vz>-0.20
MPCTASK: Common baseline: mpc_hz=20 model_hz=20 rho=5 base_w=0 base_qz=1 Qz=100 R=4 bridge=x10 guards=z[ref,ref+0.20] xy=free cap=0.05
MPCTASK: MPC->PID: xyz=x10, z_guard=[ref,ref+0.20], yaw=raw_rz, output_hold=200ms, safety_hold=500ms
MPCTASK: Reference origin: xy=OOT_activation z=0.70 m
MPCTASK: Fixed baseline: w=0 qz=1 adaptive_cache=off
MPCTASK: LIMO posthoc: infeasible=nominal_fallback
MPCTASK: EXP every=2: m,s,tms,p3[mm],v3[mmps],att3[cdeg],ref3[mm],cmd3[mm],h/raw/grad/mar/thr[milli],act/ac/bind,wi/qi/cache/noa,pa/pf/du[milli],it,mpc/eval/total[us],bar/tanh/rl/cache/solve/step[cycles],overruns,post_active/post_infeasible_totals,wreq/w/qzreq/qz[milli],max_step_cycles
MPCTASK: Figure8: source=traj_fig8_12.h source_hz=100 samples=1205 laps=2 duration=24.07 s origin=OOT_activation z_offset=0.09 m
CONTROLLER: Using OutOfTree (6) controller
MPCTASK: Trajectory origin: x=0.0 y=0.07
MPCTASK: OOT activated at z=0.55
MPCTASK: OOT loop 1 done
MPCTASK: OOT loop 2 done
MPCTASK: OOT loop 3 done
MPCTASK: MPC task loop 1
MPCTASK: Benchmark reset: mode=2 maneuver=4
MPCTASK: x0: pos=(0.0,0.07,0.55) vel=(0.05,0.09,-0.0)
MPCTASK: ref: (0.0,0.07,0.70)
MPCTASK: MPC solve start
MPCTASK: MPC solve done, iter=5
MPCTASK: MPC time=29008 us
MPCTASK: MPC stack free=1089 words
MPCTASK: setpoint: x=-0.06 y=0.39 z=0.70 preview_z=0.64
MPCTASK: MPC task loop 2
MPCTASK: MPC task loop 3
MPCTASK: EXP,2,2,90,3,78,556,44,78,-48,210,137,524,4,74,700,-52,402,700,-153,29,436,69,69,1,1,0,0,0,0,0,1,1,0,5,24985,11580,36642,1968442,0,0,0,4247332,6229236,0,2,2,0,0,1000,1000,7567639
MPCTASK: EXP,2,4,188,0,74,540,9,28,-259,246,217,598,-6,93,700,-19,393,700,-211,49,962,69,69,1,1,0,0,0,0,0,1,1,0,5,22532,12025,34630,2044082,0,0,0,3830236,5887168,0,4,4,0,0,1000,1000,7567639
MPCTASK: EXP,2,6,295,-13,65,508,-35,-25,-315,-25,136,587,-41,160,700,14,410,700,-255,137,852,70,70,1,1,0,0,0,0,0,1,1,0,5,28761,12802,41639,2176335,0,0,0,4889440,7078839,0,6,6,0,0,1000,1000,7567639
MPCTASK: EXP,2,8,387,-22,45,489,-62,54,-33,-883,-62,420,-93,279,700,57,452,700,-217,-50,699,69,69,1,1,0,0,0,0,0,1,1,0,5,22105,11876,34055,2018780,0,0,0,3757824,5789348,0,8,8,0,0,1000,1000,7567639
MPCTASK: EXP,2,10,494,-37,35,500,-53,234,148,-1271,-363,270,-148,438,700,106,496,700,-199,-198,669,69,69,1,1,0,0,0,0,0,1,1,0,5,28120,12403,40878,2108417,0,0,0,4780346,6949406,0,10,10,0,0,1000,1000,7567639
MPCTASK: EXP,2,12,590,-47,67,515,-3,445,134,-1340,-615,204,-186,618,700,155,550,700,-184,-192,676,69,69,1,1,0,0,0,0,0,1,1,0,5,24718,10783,35701,1832962,0,0,0,4201968,6069136,0,12,12,0,0,1000,1000,7567639
MPCTASK: EXP,2,14,685,-40,147,524,130,714,68,-1117,-886,223,-194,797,700,222,631,700,-175,-181,590,69,69,1,1,0,0,0,0,0,1,1,0,5,20162,10135,30368,1722884,0,0,0,3427317,5162680,0,14,14,0,0,1000,1000,7567639
MPCTASK: EXP,2,16,793,-22,230,531,279,885,99,-599,-859,305,-163,957,700,266,668,700,-168,-121,491,69,69,1,1,0,0,0,0,0,1,1,0,5,27552,10868,38893,1847468,0,0,0,4683772,6611767,0,16,16,0,0,1000,1000,7567639
MPCTASK: EXP,2,18,890,10,327,539,418,973,118,-155,-671,185,-94,1086,699,295,688,699,-160,-43,490,69,69,1,1,0,0,0,0,0,1,1,0,5,24223,11302,35604,1921270,0,0,0,4117856,6052834,0,18,18,0,0,1000,1000,7567639
MPCTASK: EXP,2,20,991,58,427,552,519,958,143,423,-409,85,5,1175,699,307,674,699,-147,-8,438,69,69,1,1,0,0,0,0,0,1,1,0,5,25491,11055,36618,1879350,0,0,0,4333489,6225149,0,20,20,0,0,1000,1000,7567639
MPCTASK: EXP,2,22,1088,96,496,571,537,817,160,784,-124,-88,124,1220,699,279,617,699,-128,-88,431,69,69,1,1,0,0,0,0,0,1,1,0,5,22948,10232,33795,1739325,0,0,0,3901132,5745263,0,22,22,0,0,1000,1000,7567639
