s up and running!
SYS: Build 2:de14ff9f08ae (2025.09.1 +2) MODIFIED
SYS: I am 0x373930393434471500370039 and I have 1024KB of flash!
CFGBLK: v1, verification [OK]
DECK_DISCOVERY: Backend found: onewire
DECK_DISCOVERY: Backend found: deckctrl
DECK_CORE: 1 deck(s) found
DECK_CORE: Calling INIT on driver bcFlow2 for deck 0
ZR2: Z-down sensor [OK]
PMW: Motion chip id: 0x49:0xB6
IMU: BMI088: Using I2C interface.
IMU: BMI088 Gyro connection [OK].
IMU: BMI088 Accel connection [OK]
IMU: BMP390 I2C connection [OK]
ESTIMATOR: Using Kalman (2) estimator
CONTROLLER: Using PID (1) controller
MTR-DRV: Using brushless motor driver
SYS: About to run tests in system.c.
SYS: NRF51 version: 2026.04 (C21B)
EEPROM: I2C connection [OK].
STORAGE: Storage check [OK].
IMU: BMI088 gyro self-test [OK]
DECK_CORE: Deck 0 test [OK].
SYS: Self test passed!
STAB: Wait for sensor calibration...
SYS: Free heap: 15048 bytes
MPCTASK: Waiting for activation ...
STAB: Starting stabilizer loop
STAB: WARNING: stabilizer loop rate is off (1004)
SUP: Ready to fly
MPCTASK: Benchmark mode 2, maneuver 4, max_iter 5, task_pri 0
MPCTASK: Reference altitude: 0.70 m; barrier skip when z>0.75 and vz>-0.20
MPCTASK: OOT takeoff: cfclient trigger>=0.15m ramp=0.15m/s forced_trajectory_start=3000ms timeout=12000ms
MPCTASK: Common baseline: mpc_hz=20 model_hz=20 rho=5 base_w=0 base_qz=1 Qz=100 R=4 bridge=x10 guards=z[ref,ref+0.20] xy=free cap=0.05
MPCTASK: MPC->PID: xyz=x10, z_guard=[ref,ref+0.20], yaw=raw_rz, output_hold=200ms, safety_hold=500ms
MPCTASK: Reference origin: xy=forced_3s_start z=0.70 m
MPCTASK: Fixed baseline: w=0 qz=1 adaptive_cache=off
MPCTASK: LIMO posthoc: infeasible=nominal_fallback
MPCTASK: EXP every=2: m,s,tms,p3[mm],v3[mmps],att3[cdeg],ref3[mm],cmd3[mm],h/raw/grad/mar/thr[milli],act/ac/bind,wi/qi/cache/noa,pa/pf/du[milli],it,mpc/eval/total[us],bar/tanh/rl/cache/solve/step[cycles],overruns,post_active/post_infeasible_totals,wreq/w/qzreq/qz[milli],max_step_cycles
MPCTASK: Figure8: source=traj_fig8_12.h source_hz=100 samples=1205 laps=2 duration=24.07 s origin=forced_3s_start z_offset=0.09 m
CONTROLLER: Using OutOfTree (6) controller
MPCTASK: Trajectory origin: x=-0.04 y=-0.09
MPCTASK: OOT activated at z=0.01
MPCTASK: TAKEOFF START: trigger_z=0.15 start_z=0.01 target=0.70 hold=(-0.03,-0.12) ramp=0.15m/s
MPCTASK: OOT loop 1 done
MPCTASK: MPC task loop 1
MPCTASK: x0: pos=(-0.MPCTASK: OOT loop 2 done
03,-0.12,0.01) vel=(0.01,-0.0,0.0)
MPCTASK: ref: (-0.03,-0MPCTASK: OOT loop 3 done
.12,0.01)
MPCTASK: MPC solve start
MPCTASK: MPC solve done, iter=5
MPCTASK: MPC time=27918 us
MPCTASK: MPC stack free=1081 words
MPCTASK: setpoint: x=-0.03 y=-0.12 z=0.07 preview_z=0.07
MPCTASK: MPC task loop 2
MPCTASK: MPC task loop 3
MPCTASK: TAKEOFF COMPLETE: t=3000ms z=0.41 vz=0.24; trajectory queued origin=(-0.06,-0.09)
MPCTASK: TRAJ START: z=0.42 origin=(-0.06,-0.09) EXP clock reset
MPCTASK: EXP,2,2,85,-63,-109,435,-13,-94,244,7,-185,-530,-66,-97,700,-116,191,700,-264,-22,569,69,69,1,1,0,0,0,0,0,1,1,0,5,22308,12170,34554,2068830,0,0,0,3792249,5874229,0,2,2,0,0,1000,1000,5874229
MPCTASK: EXP,2,4,183,-39,-94,464,62,10,388,-771,53,-555,-77,-78,700,-49,296,700,-235,251,784,69,69,1,1,0,0,0,0,0,1,1,0,5,22243,9874,32191,1678616,0,0,0,3781297,5472501,0,4,4,0,0,1000,1000,5874229
MPCTASK: EXP,2,6,285,-25,-91,514,46,210,528,-1349,426,-509,-112,-11,700,-8,384,700,-185,-28,756,69,69,1,1,0,0,0,0,0,1,1,0,5,22450,12531,35054,2130184,0,0,0,3816435,5959213,0,6,6,0,0,1000,1000,6268086
MPCTASK: EXP,2,8,384,-5,-74,570,30,430,512,-1484,386,-497,-165,107,700,51,451,700,-129,99,761,69,69,1,1,0,0,0,0,0,1,1,0,5,21686,10970,33165,1864708,0,0,0,3686589,5638018,0,8,8,0,0,1000,1000,6268086
MPCTASK: EXP,2,10,485,-5,-21,619,-2,666,415,-1478,263,-474,-219,266,700,89,533,700,-80,69,638,69,69,1,1,0,0,0,0,0,1,1,0,5,22934,11350,34746,1929412,0,0,0,3898671,5906822,0,10,10,0,0,1000,1000,6268086
MPCTASK: EXP,2,12,584,-4,59,652,-7,889,306,-1190,26,-445,-258,445,700,130,603,871,-47,-72,481,69,69,1,1,0,0,0,0,0,1,0,965,5,21671,10584,34076,1799232,0,0,0,3684030,5793082,0,12,10,0,0,1000,1000,6268086
MPCTASK: EXP,2,14,686,-9,171,678,20,1093,375,-691,-279,-423,-265,624,700,166,674,845,-21,196,470,69,69,1,1,0,0,0,0,0,1,0,790,5,23989,10452,36112,1776703,0,0,0,4078037,6139186,0,14,10,0,0,1000,1000,6594450
MPCTASK: EXP,2,16,788,0,274,726,120,1140,535,85,-650,-371,-234,785,700,214,673,769,26,223,452,69,69,1,1,0,0,0,0,0,1,0,314,5,24727,10909,37292,1854583,0,0,0,4203474,6339730,0,16,10,0,0,1000,1000,6594450
MPCTASK: EXP,2,18,885,6,377,783,209,1070,474,562,-676,-374,-165,913,699,218,661,720,83,82,437,69,69,0,0,0,0,0,0,0,0,0,0,5,23590,10579,34238,1798282,0,0,0,4010185,5820501,0,16,10,0,0,1000,1000,6594450
MPCTASK: EXP,2,20,982,37,481,829,287,981,250,860,-494,-360,-65,1002,699,213,647,725,129,-14,257,69,69,0,0,0,0,0,0,0,0,0,0,5,20126,11622,31817,1975717,0,0,0,3421349,5409094,0,16,10,0,0,1000,1000,6594450
MPCTASK: EXP,2,22,1080,63,530,844,323,785,28,1187,-265,-336,53,1048,699,186,563,722,144,34,276,69,69,0,0,0,0,0,0,0,0,0,0,5,19018,10575,29661,1797624,0,0,0,3232929,5042424,0,16,10,0,0,1000,1000,6594450
MPCTASK: EXP,2,24,1185,113,551,841,360,521,-91,1436,-9,-314,176,1050,699,166,442,717,123,-89,557,69,69,0,0,0,0,0,0,0,0,0,0,5,22828,10482,33454,1781938,0,0,0,3880777,5687360,0,16,10,0,0,1000,1000,6594450
MPCTASK: EXP,2,26,1285,130,568,828,303,241,-126,1488,306,-312,286,1011,699,92,327,712,103,-134,722,69,69,0,0,0,0,0,0,0,0,0,0,5,22440,9981,32542,1696782,0,0,0,3814845,5532234,0,16,10,0,0,1000,1000,6594450
MPCTASK: EXP,2,28,1385,140,555,811,194,-51,-131,1511,564,-311,368,935,700,10,187,707,85,41,988,69,69,0,0,0,0,0,0,0,0,0,0,5,22121,10515,32705,1787541,0,0,0,3760421,5560003,0,16,10,0,0,1000,1000,6594450
MPCTASK: EXP,2,30,1486,121,483,796,25,-387,-120,1485,771,-333,413,827,700,-98,0,703,72,-1,821,69,69,0,0,0,0,0,0,0,0,0,0,5,21543,11853,33464,2014877,0,0,0,3662221,5688983,0,16,10,0,0,1000,1000,6594450
MPCTASK: EXP,2,32,1586,102,413,781,-148,-648,-95,1146,838,-363,412,692,700,-189,-142,700,62,-37,399,69,69,0,0,0,0,0,0,0,0,0,0,5,22912,10131,33613,1722122,0,0,0,3894881,5714316,0,16,10,0,0,1000,1000,6594450
MPCTASK: EXP,2,34,1687,16,310,768,-385,-869,-52,867,789,-360,364,536,700,-317,-300,700,57,-44,279,69,69,0,0,0,0,0,0,0,0,0,0,5,23198,11614,34880,1974242,0,0,0,3943470,5929587,0,16,10,0,0,1000,1000,6594450
MPCTASK: EXP,2,36,1784,-46,201,761,-536,-1014,-4,533,539,-404,274,364,700,-384,-432,700,60,-28,230,69,69,0,0,0,0,0,0,0,0,0,0,5,21572,10123,32228,1720758,0,0,0,3667177,5478910,0,16,10,0,0,1000,1000,6594450
MPCTASK: EXP,2,38,1890,-113,104,763,-635,-1064,55,164,415,-500,149,182,700,-431,-525,700,63,1,193,69,69,0,0,0,0,0,0,0,0,0,0,5,26582,10475,37126,1780631,0,0,0,4518809,6311484,0,16,10,0,0,1000,1000,6594450
MPCTASK: EXP,2,40,1985,-198,-21,775,-712,-1094,107,-11,144,-659,1,-6,700,-461,-639,705,75,7,142,69,69,0,0,0,0,0,0,0,0,0,0,5,22004,10845,32998,1843622,0,0,0,3740593,5609782,0,16,10,0,0,1000,1000,6594450
MPCTASK: EXP,2,42,2084,-221,-58,788,-661,-1005,47,-101,-88,-914,-153,-195,700,-410,-651,708,88,67,174,69,69,0,0,0,0,0,0,0,0,0,0,5,20250,9802,30122,1666378,0,0,0,3442385,5120809,0,16,10,0,0,1000,1000,6594450
MPCTASK: EXP,2,44,2184,-309,-160,798,-662,-991,52,-131,-242,-1075,-300,-382,700,-409,-727,710,98,15,170,69,69,0,0,0,0,0,0,0,0,0,0,5,21018,9633,30720,1637553,0,0,0,3572929,5222534,0,16,10,0,0,1000,1000,6594450
MPCTASK: EXP,2,46,2290,-398,-218,810,-608,-930,45,-229,-830,-1018,-425,-560,700,-368,-752,713,110,97,293,69,69,0,0,0,0,0,0,0,0,0,0,5,24982,12110,37168,2058683,0,0,0,4246797,6318775,0,16,10,0,0,1000,1000,6594450
MPCTASK: EXP,2,48,2387,-447,-283,818,-425,-888,9,-206,-1347,-802,-515,-726,700,-281,-782,714,118,-111,340,69,69,0,0,0,0,0,0,0,0,0,0,5,24012,9919,34009,1686274,0,0,0,4082089,5781698,0,16,10,0,0,1000,1000,6594450
MPCTASK: EXP,2,50,2489,-492,-326,824,-203,-833,-33,-201,-1557,-535,-561,-877,700,-206,-779,714,117,-146,495,69,69,0,0,0,0,0,0,0,0,0,0,5,21969,13023,35064,2213770,0,0,0,3734685,5960894,0,16,10,0,0,1000,1000,6594450
MPCTASK: EXP,2,52,2587,-491,-376,813,68,-780,-123,-151,-1625,-221,-559,-1008,700,-104,-780,708,88,-88,1014,69,69,0,0,0,0,0,0,0,0,0,0,5,22362,10720,33153,1822276,0,0,0,3801485,5635987,0,16,10,0,0,1000,1000,6594450
MPCTASK: EXP,2,54,2689,-476,-422,793,345,-731,-154,-77,-1591,-41,-508,-1117,700,-11,-771,701,62,28,1426,69,69,0,0,0,0,0,0,0,0,0,0,5,23947,12160,36175,2066977,0,0,0,4070937,6149812,0,16,10,0,0,1000,1000,6594450
MPCTASK: EXP,2,56,2789,-425,-435,772,640,-654,-120,-51,-1388,-45,-414,-1201,700,83,-725,700,48,-112,725,69,69,0,0,0,0,0,0,0,0,0,0,5,23692,11125,35023,1891205,0,0,0,4027510,5954060,0,16,10,0,0,1000,1000,6594450
MPCTASK: EXP,2,58,2889,-355,-461,759,865,-609,-69,-43,-998,-141,-285,-1258,700,150,-689,700,45,-33,358,69,69,0,0,0,0,0,0,0,0,0,0,5,23142,11747,34963,1996860,0,0,0,3934033,5943810,0,16,10,0,0,1000,1000,6594450
MPCTASK: EXP,2,60,2989,-291,-492,750,985,-569,-12,-125,-548,-291,-135,-1287,700,164,-648,700,47,-27,245,69,69,0,0,0,0,0,0,0,0,0,0,5,25465,10416,35956,1770613,0,0,0,4329013,6112546,0,16,10,0,0,1000,1000,6594450
MPCTASK: EXP,2,62,3089,-255,-533,750,978,-522,48,-257,-96,-437,21,-1286,700,118,-606,700,50,-17,180,69,69,0,0,0,0,0,0,0,0,0,0,5,23005,12664,35737,2152667,0,0,0,3910749,6075299,0,17,10,0,0,1000,1000,6594450
MPCTASK: EXP,2,64,3185,-190,-538,760,939,-408,86,-483,271,-571,169,-1256,700,83,-514,700,60,-24,203,69,69,0,0,0,0,0,0,0,0,0,0,5,20996,10039,31248,1706531,0,0,0,3569225,5312349,0,17,10,0,0,1000,1000,6594450
MPCTASK: EXP,2,66,3289,-116,-553,775,851,-284,84,-677,748,-612,295,-1198,700,34,-424,704,75,-27,224,69,69,0,0,0,0,0,0,0,0,0,0,5,23712,11226,35250,1908259,0,0,0,4030953,5992438,0,17,10,0,0,1000,1000,6594450
MPCTASK: EXP,2,68,3385,-53,-553,794,696,-117,65,-928,1202,-588,385,-1112,700,-34,-313,709,94,-62,275,69,69,0,0,0,0,0,0,0,0,0,0,5,21097,10845,32015,1843605,0,0,0,3586533,5442502,0,17,10,0,0,1000,1000,6594450
MPCTASK: EXP,2,70,3487,-16,-538,800,474,82,-10,-1048,1497,-523,431,-1002,700,-120,-193,708,98,67,461,69,69,0,0,0,0,0,0,0,0,0,0,5,23218,10372,33663,1763163,0,0,0,3946953,5722701,0,17,10,0,0,1000,1000,6594450
MPCTASK: EXP,2,72,3587,-7,-495,798,211,312,-76,-1087,1534,-440,428,-869,700,-210,-55,705,83,99,685,69,69,0,0,0,0,0,0,0,0,0,0,5,22144,10754,33107,1828173,0,0,0,3764441,5628367,0,17,10,0,0,1000,1000,6594450
MPCTASK: EXP,2,74,3688,-15,-432,785,-54,541,-117,-1005,1430,-337,377,-718,700,-290,87,700,61,-51,663,69,69,0,0,0,0,0,0,0,0,0,0,5,21694,12276,34039,2086943,0,0,0,3687966,5786800,0,17,10,0,0,1000,1000,6594450
MPCTASK: EXP,2,76,3786,-53,-366,768,-305,733,-101,-876,1121,-255,282,-551,700,-357,213,700,48,-80,379,69,69,0,0,0,0,0,0,0,0,0,0,5,23046,9721,32839,1652588,0,0,0,3917805,5582829,0,17,10,0,0,1000,1000,6594450
MPCTASK: EXP,2,78,3886,-109,-283,756,-485,902,-100,-942,789,-92,153,-373,700,-409,351,700,36,7,381,69,69,0,0,0,0,0,0,0,0,0,0,5,20472,11587,33010,1969766,0,0,0,3480139,5611828,0,17,10,0,0,1000,1000,6594450
MPCTASK: EXP,2,80,3986,-160,-193,745,-606,1048,-80,-737,539,24,3,-188,700,-428,464,700,29,-41,289,69,69,1,1,0,0,0,0,0,1,1,0,5,22181,9972,32235,1695216,0,0,0,3770653,5479870,0,18,11,0,0,1000,1000,6594450
MPCTASK: EXP,2,82,4090,-299,-57,742,-745,1190,3,-320,-24,-24,-153,-1,700,-483,583,769,42,316,459,69,69,1,1,0,0,0,0,0,1,0,383,5,21632,13258,35864,2253733,0,0,0,3677501,6096937,0,20,12,0,0,1000,1000,6594450
MPCTASK: EXP,2,84,4184,-360,76,753,-671,1213,102,136,-739,-89,-302,182,700,-418,674,700,53,-45,238,69,69,0,0,0,0,0,0,0,0,0,0,5,18153,11840,30064,2012767,0,0,0,3085957,5111033,0,21,12,0,0,1000,1000,6594450
MPCTASK: EXP,2,86,4290,-401,226,774,-519,1204,135,257,-887,-265,-427,360,700,-349,770,706,74,-44,248,69,69,0,0,0,0,0,0,0,0,0,0,5,23395,12500,35964,2124885,0,0,0,3977069,6113972,0,21,12,0,0,1000,1000,6594450
MPCTASK: EXP,2,88,4391,-441,320,802,-350,1082,156,737,-1439,-594,-517,526,700,-250,757,718,102,305,614,69,69,0,0,0,0,0,0,0,0,0,0,5,23871,11701,35778,1988983,0,0,0,4058017,6082343,0,21,12,0,0,1000,1000,6594450
MPCTASK: EXP,2,90,4493,-465,406,830,-84,865,163,1102,-2236,-824,-563,677,700,-113,720,726,130,-141,595,69,69,0,0,0,0,0,0,0,0,0,0,5,24636,13818,38524,2348885,0,0,0,4188181,6549126,0,21,12,0,0,1000,1000,6594450
MPCTASK: EXP,2,92,4589,-449,467,849,276,603,60,1055,-2695,-982,-560,809,700,42,673,726,149,-144,953,69,69,0,0,0,0,0,0,0,0,0,0,5,24201,10289,34562,1748987,0,0,0,4114143,5875625,0,21,12,0,0,1000,1000,6594450
MPCTASK: EXP,2,94,4687,-385,482,823,681,328,-195,710,-2316,-1173,-509,919,700,175,607,708,84,77,1015,69,69,0,0,0,0,0,0,0,0,0,0,5,20762,12414,33246,2110376,0,0,0,3529493,5651768,0,21,12,0,0,1000,1000,6594450
MPCTASK: EXP,2,96,4791,-316,462,770,992,114,-348,150,-1306,-1091,-414,1003,700,239,541,731,0,111,1045,70,70,1,1,0,0,0,0,0,1,0,218,5,24577,9817,35864,1668845,0,0,0,4177978,6096902,0,23,12,0,0,1000,1000,6594450
MPCTASK: EXP,2,98,4889,-145,436,698,1280,54,-357,-260,-385,-795,-286,1060,700,363,487,700,-73,233,767,70,70,1,1,0,0,0,0,0,1,1,0,5,22030,12044,34398,2047365,0,0,0,3745105,5847672,0,25,13,0,0,1000,1000,6594450
MPCTASK: EXP,2,100,4990,-58,368,677,1214,26,-70,-361,513,-593,-135,1089,700,328,393,700,-36,22,356,69,69,1,1,0,0,0,0,0,1,1,0,5,26900,7686,34658,1306440,0,0,0,4572925,5891977,0,27,15,0,0,1000,1000,6594450
MPCTASK: EXP,2,102,5090,53,383,695,1064,131,181,-318,949,-554,21,1089,700,302,377,700,-4,-47,346,69,69,1,1,0,0,0,0,0,1,1,0,5,23578,11535,35185,1960832,0,0,0,4008177,5981624,0,29,17,0,0,1000,1000,6594450
MPCTASK: EXP,2,104,5190,50,320,738,764,72,266,-76,1249,-472,169,1059,700,157,253,781,38,148,434,69,69,1,1,0,0,0,0,0,1,0,405,5,24143,9889,35124,1680956,0,0,0,4104189,5971087,0,31,17,0,0,1000,1000,6594450
MPCTASK: EXP,2,106,5292,169,292,771,606,54,230,-13,1329,-300,295,1001,700,141,169,708,71,-46,364,69,69,0,0,0,0,0,0,0,0,0,0,5,20842,14600,35510,2481916,0,0,0,3543133,6036937,0,31,17,0,0,1000,1000,6594450
MPCTASK: EXP,2,108,5389,201,303,787,368,60,64,158,1631,-117,385,915,700,36,114,707,87,-149,451,69,69,0,0,0,0,0,0,0,0,0,0,5,24008,8831,32908,1501174,0,0,0,4081237,5594469,0,31,17,0,0,1000,1000,6594450
MPCTASK: EXP,2,110,5491,164,273,787,38,-25,-76,341,1599,61,431,805,700,-108,9,702,72,-165,689,69,69,0,0,0,0,0,0,0,0,0,0,5,22965,11846,34879,2013841,0,0,0,3903845,5929582,0,31,17,0,0,1000,1000,6594450
