---
SYS: Crazyflie 2.1 Brushless is up and running!
SYS: Build 2:de14ff9f08ae (2025.09.1 +2) MODIFIED
SYS: I am 0x373930393434471500370039 and I have 1024KB of flash!
CFGBLK: v1, verification [OK]
DECK_DISCOVERY: Backend found: onewire
DECK_DISCOVERY: Backend found: deckctrl
DECK_CORE: 1 deck(s) found
DECK_CORE: Calling INIT on driver bcFlow2 for deck 0
ZR2: Z-down sensor [OK]
PMW: Motion chip id: 0x49:0xB6
IMU: BMI088: Using I2C interface.
IMU: BMI088 Gyro connection [OK].
IMU: BMI088 Accel connection [OK]
IMU: BMP390 I2C connection [OK]
ESTIMATOR: Using Kalman (2) estimator
CONTROLLER: Using PID (1) controller
MTR-DRV: Using brushless motor driver
SYS: About to run tests in system.c.
SYS: NRF51 version: 2026.04 (C21B)
EEPROM: I2C connection [OK].
STORAGE: Storage check [OK].
IMU: BMI088 gyro self-test [OK]
DECK_CORE: Deck 0 test [OK].
SYS: Self test passed!
STAB: Wait for sensor calibration...
SYS: Free heap: 15048 bytes
MPCTASK: Waiting for activation ...
STAB: Starting stabilizer loop
STAB: WARNING: stabilizer loop rate is off (1004)
SUP: Ready to fly
MPCTASK: Benchmark mode 2, maneuver 4, max_iter 5, task_pri 0
MPCTASK: Reference altitude: 0.70 m; barrier skip when z>0.75 and vz>-0.20
MPCTASK: OOT takeoff: cfclient trigger>=0.15m ramp=0.15m/s figure8_start=3000ms_at_measured_z target=0.70m timeout=12000ms
MPCTASK: Common baseline: mpc_hz=20 model_hz=20 rho=5 base_w=0 base_qz=1 Qz=100 R=4 bridge=x10 guards=z[ref,ref+0.20] xy=free cap=0.05
MPCTASK: MPC->PID: xyz=x10, z_guard=[ref,ref+0.20], yaw=raw_rz, output_hold=200ms, safety_hold=500ms
MPCTASK: Reference origin: xyz=measured_at_forced_3s_start target_z=0.70 m
MPCTASK: Fixed baseline: w=0 qz=1 adaptive_cache=off
MPCTASK: LIMO posthoc: infeasible=nominal_fallback
MPCTASK: EXP every=2: m,s,tms,p3[mm],v3[mmps],att3[cdeg],ref3[mm],cmd3[mm],h/raw/grad/mar/thr[milli],act/ac/bind,wi/qi/cache/noa,pa/pf/du[milli],it,mpc/eval/total[us],bar/tanh/rl/cache/solve/step[cycles],overruns,post_active/post_infeasible_totals,wreq/w/qzreq/qz[milli],max_step_cycles
MPCTASK: Figure8: source=traj_fig8_12.h source_hz=100 samples=1205 laps=2 duration=24.07 s origin=forced_3s_start start_delay=3000ms z_baseline=measured_at_start
CONTROLLER: Using OutOfTree (6) controller
MPCTASK: Trajectory origin: x=-0.0 y=0.02
MPCTASK: OOT activated at z=0.01
MPCTASK: TAKEOFF START: trigger_z=0.15 start_z=0.01 target=0.70 hold=(0.0,0.0) ramp=0.15m/s
MPCTASK: OOT loop 1 done
MMPCTASK: OOT loop 2 done
PCTASK: MPC task loop 1
MPCTASMPCTASK: OOT loop 3 done
K: x0: pos=(0.0,0.0,0.01) vel=(0.0,-0.0,-0.0)
MPCTASK: ref: (0.0,0.0,0.01)
MPCTASK: MPC solve start
MPCTASK: MPC solve done, iter=5
MPCTASK: MPC time=25763 us
MPCTASK: MPC stack free=1083 words
MPCTASK: setpoint: x=0.0 y=0.0 z=0.07 preview_z=0.07
MPCTASK: MPC task loop 2
MPCTASK: MPC task loop 3
MPCTASK: TAKEOFF COMPLETE: t=3000ms z=0.42 vz=0.23; trajectory queued origin=(-0.03,-0.0,0.42)
MPCTASK: TRAJ START: z=0.43 origin=(-0.03,-0.0,0.42) EXP clock reset; Z metric begins at t+3s
MPCTASK: EXP,2,2,83,-46,-2,444,-64,58,211,-273,-127,80,-34,-7,429,-110,349,429,-255,-3,598,69,69,1,1,0,0,0,0,0,1,1,0,5,21214,11599,33113,1971784,0,0,0,3606324,5629320,0,2,2,0,0,1000,1000,5819744
MPCTASK: EXP,2,4,185,-57,7,465,-63,121,131,-725,28,279,-45,11,429,-84,422,432,-234,160,790,69,69,1,1,0,0,0,0,0,1,1,0,5,23004,11536,34613,1961115,0,0,0,3910598,5884280,0,4,4,0,0,1000,1000,5884280
MPCTASK: EXP,2,6,286,-67,22,477,-102,275,39,-1406,199,517,-79,78,430,-63,511,432,-222,-290,801,69,69,1,1,0,0,0,0,0,1,1,0,5,21994,13176,35554,2239791,0,0,0,3738925,6044274,0,6,6,0,0,1000,1000,6044274
MPCTASK: EXP,2,8,385,-95,63,477,-172,528,-30,-1545,26,607,-132,197,430,-43,599,430,-228,-364,991,69,69,1,1,0,0,0,0,0,1,1,0,5,23063,11892,35028,2021658,0,0,0,3920573,5954789,0,8,8,0,0,1000,1000,6044274
MPCTASK: EXP,2,10,482,-112,159,472,-179,820,-18,-1205,-326,689,-187,356,430,2,708,430,-231,-250,776,69,69,1,1,0,0,0,0,0,1,1,0,5,20664,11242,31978,1911152,0,0,0,3512878,5436417,0,10,10,0,0,1000,1000,6044274
MPCTASK: EXP,2,12,583,-146,245,467,-147,975,-17,-401,-452,721,-225,536,430,22,735,430,-236,-36,581,69,69,1,1,0,0,0,0,0,1,1,0,5,24567,7999,32640,1359882,0,0,0,4176329,5548764,0,12,12,0,0,1000,1000,6044274
MPCTASK: EXP,2,14,683,-202,329,467,-136,996,70,-5,-515,494,-233,714,429,6,748,430,-232,2,617,69,69,1,1,0,0,0,0,0,1,1,0,5,19981,12415,32852,2110547,0,0,0,3396557,5584898,0,14,14,0,0,1000,1000,6044274
MPCTASK: EXP,2,16,784,-255,386,482,-72,907,68,378,-1172,206,-202,875,429,19,711,434,-217,-223,677,69,69,1,1,0,0,0,0,0,1,1,0,5,25190,8562,33825,1455446,0,0,0,4282237,5750248,0,16,16,0,0,1000,1000,6044274
MPCTASK: EXP,2,18,882,-295,456,499,47,842,40,407,-1481,-58,-133,1004,429,19,692,438,-200,-228,836,69,69,1,1,0,0,0,0,0,1,1,0,5,20485,10856,31413,1845438,0,0,0,3482281,5340243,0,18,18,0,0,1000,1000,6044274
MPCTASK: EXP,2,20,984,-314,524,505,282,697,4,740,-1814,-449,-32,1093,429,53,630,440,-194,-280,1041,69,69,1,1,0,0,0,0,0,1,1,0,5,23999,9136,33206,1552902,0,0,0,4079722,5645185,0,20,20,0,0,1000,1000,6044274
MPCTASK: EXP,2,22,1084,-308,576,506,517,507,-29,911,-1777,-817,86,1138,429,66,555,438,-199,-382,1001,69,69,1,1,0,0,0,0,0,1,1,0,5,21806,11746,33624,1996764,0,0,0,3706861,5716035,0,22,22,0,0,1000,1000,6044274
MPCTASK: EXP,2,24,1180,-272,595,495,730,259,-76,1075,-1455,-1052,208,1140,429,76,441,433,-219,-260,846,69,69,1,1,0,0,0,0,0,1,1,0,5,21089,8554,29715,1454036,0,0,0,3585077,5051681,0,24,24,0,0,1000,1000,6044274
MPCTASK: EXP,2,26,1282,-257,551,481,828,-34,-109,1207,-872,-979,318,1101,429,23,280,429,-239,-141,976,69,69,1,1,0,0,0,0,0,1,1,0,5,20809,11462,32343,1948359,0,0,0,3537413,5498350,0,26,26,0,0,1000,1000,6044274
