---
SYS: Crazyflie 2.1 Brushless is up and running!
SYS: Build 2:de14ff9f08ae (2025.09.1 +2) MODIFIED
SYS: I am 0x373930393434471500370039 and I have 1024KB of flash!
CFGBLK: v1, verification [OK]
DECK_DISCOVERY: Backend found: onewire
DECK_DISCOVERY: Backend found: deckctrl
DECK_CORE: 1 deck(s) found
DECK_CORE: Calling INIT on driver bcFlow2 for deck 0
ZR2: Z-down sensor [OK]
PMW: Motion chip id: 0x49:0xB6
IMU: BMI088: Using I2C interface.
IMU: BMI088 Gyro connection [OK].
IMU: BMI088 Accel connection [OK]
IMU: BMP390 I2C connection [OK]
ESTIMATOR: Using Kalman (2) estimator
CONTROLLER: Using PID (1) controller
MTR-DRV: Using brushless motor driver
SYS: About to run tests in system.c.
SYS: NRF51 version: 2026.04 (C21B)
EEPROM: I2C connection [OK].
STORAGE: Storage check [OK].
IMU: BMI088 gyro self-test [OK]
DECK_CORE: Deck 0 test [OK].
SYS: Self test passed!
STAB: Wait for sensor calibration...
SYS: Free heap: 15048 bytes
MPCTASK: Waiting for activation ...
STAB: Starting stabilizer loop
ESTKALMAN: State out of bounds, resetting
STAB: WARNING: stabilizer loop rate is off (1004)
SUP: Ready to fly
MPCTASK: Benchmark mode 2, maneuver 4, max_iter 5, task_pri 0
MPCTASK: Reference altitude: 0.70 m; barrier skip when z>0.75 and vz>-0.20
MPCTASK: Common baseline: mpc_hz=20 model_hz=20 rho=5 base_w=0 base_qz=1 Qz=100 R=4 bridge=x10 guards=z[ref,ref+0.20] xy=free cap=0.05
MPCTASK: MPC->PID: xyz=x10, z_guard=[ref,ref+0.20], yaw=raw_rz, output_hold=200ms, safety_hold=500ms
MPCTASK: Reference origin: xy=OOT_activation z=0.70 m
MPCTASK: Fixed baseline: w=0 qz=1 adaptive_cache=off
MPCTASK: LIMO posthoc: infeasible=nominal_fallback
MPCTASK: EXP every=2: m,s,tms,p3[mm],v3[mmps],att3[cdeg],ref3[mm],cmd3[mm],h/raw/grad/mar/thr[milli],act/ac/bind,wi/qi/cache/noa,pa/pf/du[milli],it,mpc/eval/total[us],bar/tanh/rl/cache/solve/step[cycles],overruns,post_active/post_infeasible_totals,wreq/w/qzreq/qz[milli],max_step_cycles
MPCTASK: Figure8: source=traj_fig8_12.h source_hz=100 samples=1205 laps=2 duration=24.07 s origin=OOT_activation z_offset=0.09 m
CONTROLLER: Using OutOfTree (6) controller
MPCTASK: Trajectory origin: x=0.07 y=-0.08
MPCTASK: OOT activated at z=0.55
MPCTASK: OOT loop 1 done
MPCTASK: OOT loop 2 done
MPCTASK: OOT loop 3 done
MPCTASK: MPC task loop 1
MPCTASK: Benchmark reset: mode=2 maneuver=4
MPCTASK: x0: pos=(0.07,-0.08,0.55) vel=(0.02,-0.0,-0.02)
MPCTASK: ref: (0.07,-0.08,0.70)
MPCTASK: MPC solve start
MPCTASK: MPC solve done, iter=5
MPCTASK: MPC time=26967 us
MPCTASK: MPC stack free=1089 words
MPCTASK: setpoint: x=0.0 y=0.24 z=0.70 preview_z=0.64
MPCTASK: MPC task loop 2
MPCTASK: MPC task loop 3
MPCTASK: EXP,2,2,87,94,-78,556,51,30,-41,-194,-11,3,76,-83,700,43,258,700,-152,64,473,69,69,1,1,0,0,0,0,0,1,1,0,5,23580,9555,33207,1624215,0,0,0,4008535,5645223,0,2,2,0,0,1000,1000,7069927
MPCTASK: EXP,2,4,192,94,-73,546,42,44,-203,41,50,-2,65,-64,700,85,261,700,-194,85,577,69,69,1,1,0,0,0,0,0,1,1,0,5,25055,13982,39111,2376854,0,0,0,4259324,6649047,0,4,4,0,0,1000,1000,7069927
MPCTASK: EXP,2,6,291,107,-77,523,47,21,-276,-62,85,2,30,2,700,143,276,700,-231,171,745,70,70,1,1,0,0,0,0,0,1,1,0,5,23576,13885,37860,2360451,0,0,0,4007776,6436229,0,6,6,0,0,1000,1000,7069927
MPCTASK: EXP,2,8,390,107,-81,507,22,109,-70,-922,82,16,-22,121,700,187,334,700,-206,-104,670,69,69,1,1,0,0,0,0,0,1,1,0,5,24874,11194,36679,1902861,0,0,0,4228376,6235605,0,8,8,0,0,1000,1000,7069927
MPCTASK: EXP,2,10,486,105,-59,519,18,352,122,-1296,-121,-19,-77,281,700,235,415,700,-180,-88,696,69,69,1,1,0,0,0,0,0,1,1,0,5,21819,10372,32265,1763170,0,0,0,3709180,5485059,0,10,10,0,0,1000,1000,7069927
MPCTASK: EXP,2,12,595,100,-11,528,43,583,106,-1261,-331,-56,-115,460,700,278,481,700,-171,-127,650,69,69,1,1,0,0,0,0,0,1,1,0,5,25802,15607,41819,2653052,0,0,0,4386252,7109472,0,12,12,0,0,1000,1000,7109472
MPCTASK: EXP,2,14,694,105,75,538,112,809,98,-949,-505,-65,-122,639,700,320,549,700,-161,-139,514,69,69,1,1,0,0,0,0,0,1,1,0,5,25520,14595,40190,2481140,0,0,0,4338328,6832479,0,14,14,0,0,1000,1000,7109472
MPCTASK: EXP,2,16,794,112,151,544,189,923,108,-458,-575,-50,-92,799,700,345,567,700,-155,-95,415,69,69,1,1,0,0,0,0,0,1,1,0,5,25462,14038,39705,2386442,0,0,0,4328448,6749989,0,16,16,0,0,1000,1000,7109472
MPCTASK: EXP,2,18,896,102,244,557,243,944,138,99,-555,-50,-22,928,699,330,563,699,-142,-90,392,69,69,1,1,0,0,0,0,0,1,1,0,5,27312,13345,40728,2268584,0,0,0,4642953,6923855,0,18,18,0,0,1000,1000,7109472
MPCTASK: EXP,2,20,998,136,345,572,344,908,144,541,-490,-41,77,1017,699,341,551,699,-127,-5,437,69,69,1,1,0,0,0,0,0,1,1,0,5,31568,11696,43595,1988390,0,0,0,5366564,7411229,0,20,20,0,0,1000,1000,7411229
MPCTASK: EXP,2,22,1095,190,389,590,435,708,147,987,-277,-93,196,1063,699,348,454,699,-109,-109,462,69,69,1,1,0,0,0,0,0,1,1,0,5,25909,13704,40055,2329640,0,0,0,4404443,6809413,0,22,22,0,0,1000,1000,7411229
